usageID,meterID,date,kWh
U10736,M00936,2024-02-08,44.97
U10737,M00758,2024-08-08,68.01
U10738,M00666,2025-06-11,82.18
U10739,M01600,2024-10-18,37.2
U10740,M00758,2024-03-29,23.01
U10741,M01632,2025-04-11,14.55
U10742,M00954,2023-12-03,85.11
U10743,M00261,2024-07-21,79.92
U10744,M00158,2025-05-25,68.41
U10745,M02042,2023-08-25,55.67
U10746,M02421,2025-05-28,22.58
U10747,M01810,2024-05-16,85.32
U10748,M01061,2024-02-12,30.64
U10749,M02382,2023-11-01,63.71
U10750,M00619,2025-01-14,59.15
U10751,M01967,2024-04-16,98.38
U10752,M02204,2024-05-25,69.48
U10753,M00221,2023-12-11,50.07
U10754,M01485,2023-12-14,5.16
U10755,M01668,2025-03-26,40.31
U10756,M00964,2025-04-27,23.3
U10757,M02049,2024-04-03,18.28
U10758,M02053,2024-06-20,30.21
U10759,M01663,2023-12-08,4.75
U10760,M00186,2023-11-12,68.69
U10761,M01888,2024-10-15,51.99
U10762,M00367,2024-09-05,54.78
U10763,M01181,2024-06-19,50.64
U10764,M01917,2024-11-17,89.33
U10765,M00492,2023-07-24,86.33
U10766,M02077,2023-08-07,20.27
U10767,M00054,2024-09-04,63.06
U10768,M00452,2025-05-09,63.48
U10769,M00499,2024-03-30,17.95
U10770,M01294,2024-05-03,71.87
U10771,M00769,2024-06-30,84.9
U10772,M02462,2023-12-06,65.09
U10773,M01605,2023-11-28,27.0
U10774,M00161,2024-08-26,13.09
U10775,M01329,2023-11-08,95.14
U10776,M00887,2025-02-16,31.48
U10777,M02472,2024-05-22,12.19
U10778,M00113,2024-06-09,6.1
U10779,M01520,2023-12-06,23.16
U10780,M02147,2023-12-17,50.47
U10781,M02316,2024-08-02,22.76
U10782,M00684,2025-05-24,71.66
U10783,M00200,2025-02-26,4.68
U10784,M01247,2024-05-15,20.94
U10785,M01877,2024-04-16,86.94
U10786,M02163,2023-08-20,7.04
U10787,M01332,2024-03-06,76.42
U10788,M01051,2025-04-26,3.26
U10789,M01100,2023-08-24,72.58
U10790,M00653,2023-08-03,29.69
U10791,M00193,2025-01-09,40.21
U10792,M02342,2024-12-14,8.8
U10793,M01364,2025-01-31,28.61
U10794,M01326,2023-08-08,24.3
U10795,M02280,2024-11-12,65.42
U10796,M00860,2023-09-18,51.19
U10797,M01940,2024-05-21,34.46
U10798,M00511,2024-07-12,79.78
U10799,M02356,2024-06-04,7.47
U10800,M02433,2024-02-15,7.8
U10801,M00933,2023-08-22,73.73
U10802,M02133,2025-02-24,11.28
U10803,M01974,2023-10-18,17.5
U10804,M01683,2025-05-31,85.98
U10805,M00993,2023-07-17,9.23
U10806,M00430,2025-01-28,56.22
U10807,M02281,2024-11-04,57.96
U10808,M01227,2024-05-18,53.56
U10809,M02392,2024-05-28,73.91
U10810,M01443,2024-07-20,84.33
U10811,M00376,2023-08-04,24.06
U10812,M00751,2024-11-26,78.37
U10813,M01120,2025-03-15,59.87
U10814,M02321,2024-10-25,60.56
U10815,M01033,2024-07-15,83.24
U10816,M00218,2024-08-31,62.48
U10817,M00913,2025-01-05,11.13
U10818,M00499,2024-06-13,61.11
U10819,M01450,2024-10-06,64.37
U10820,M02146,2025-01-17,61.98
U10821,M00203,2023-07-14,37.09
U10822,M00691,2024-07-11,3.82
U10823,M00496,2023-07-14,98.47
U10824,M01711,2025-01-10,23.73
U10825,M00786,2023-09-05,83.13
U10826,M00211,2024-12-02,82.66
U10827,M01168,2025-04-01,86.6
U10828,M01810,2023-08-23,61.11
U10829,M01662,2025-01-21,94.13
U10830,M02015,2023-08-13,29.73
U10831,M00197,2024-03-08,66.2
U10832,M02337,2024-06-01,71.94
U10833,M00542,2023-08-25,42.46
U10834,M02140,2025-01-28,58.97
U10835,M01974,2023-09-08,63.22
U10836,M00650,2024-08-04,96.42
U10837,M02262,2023-07-31,45.99
U10838,M02048,2024-03-01,85.58
U10839,M00189,2025-03-05,45.45
U10840,M01282,2025-06-06,98.28
U10841,M02170,2025-01-28,61.78
U10842,M00300,2025-02-09,1.03
U10843,M00614,2023-12-26,96.15
U10844,M02266,2024-05-04,60.47
U10845,M00117,2024-12-22,8.07
U10846,M01009,2024-03-17,13.88
U10847,M01906,2024-02-26,73.5
U10848,M01807,2023-08-16,75.89
U10849,M00778,2024-08-26,28.96
U10850,M01675,2024-10-12,68.27
U10851,M00681,2025-03-04,12.94
U10852,M00789,2023-12-04,26.34
U10853,M00353,2024-02-02,98.28
U10854,M00228,2023-06-24,98.84
U10855,M00222,2024-05-31,2.2
U10856,M02270,2023-08-24,63.01
U10857,M01083,2024-01-19,36.12
U10858,M01253,2024-04-25,15.51
U10859,M02010,2023-12-08,46.41
U10860,M00518,2024-03-22,2.41
U10861,M01458,2024-07-09,90.1
U10862,M02220,2024-02-09,58.04
U10863,M00904,2024-04-09,78.65
U10864,M01427,2024-06-15,8.6
U10865,M00916,2024-04-22,58.67
U10866,M00081,2024-02-28,61.33
U10867,M01224,2024-11-03,13.2
U10868,M01687,2024-05-15,82.08
U10869,M02185,2025-06-02,3.35
U10870,M02389,2024-01-04,70.27
U10871,M02449,2025-02-07,52.98
U10872,M01273,2024-11-03,79.8
U10873,M02436,2024-05-03,85.11
U10874,M02294,2024-10-22,82.39
U10875,M00506,2024-06-06,87.2
U10876,M02199,2025-01-12,43.09
U10877,M01659,2024-10-20,49.21
U10878,M02496,2023-12-07,21.49
U10879,M00889,2024-11-14,43.21
U10880,M01077,2024-10-16,33.77
U10881,M00635,2024-07-05,7.7
U10882,M02036,2023-08-08,86.35
U10883,M00368,2024-03-20,6.15
U10884,M02347,2024-04-23,73.76
U10885,M00352,2024-06-03,38.15
U10886,M00745,2024-01-18,50.13
U10887,M00700,2023-09-19,71.57
U10888,M02401,2024-10-26,43.88
U10889,M01131,2024-12-22,42.8
U10890,M02038,2025-01-18,75.62
U10891,M00736,2024-05-04,17.44
U10892,M00582,2025-01-21,51.54
U10893,M01666,2025-05-12,72.5
U10894,M00146,2024-03-07,66.29
U10895,M02419,2024-12-23,49.93
U10896,M01598,2024-01-30,27.75
U10897,M01202,2023-06-27,44.28
U10898,M01975,2024-09-05,90.98
U10899,M01500,2024-12-20,3.67
U10900,M00417,2025-04-28,17.99
U10901,M00139,2024-05-12,87.63
U10902,M00549,2024-10-09,98.97
U10903,M00768,2023-11-22,35.46
U10904,M01159,2025-01-15,32.89
U10905,M00383,2024-10-13,47.05
U10906,M00686,2025-02-21,69.35
U10907,M00939,2023-10-29,54.29
U10908,M00629,2024-07-24,44.85
U10909,M02388,2024-11-01,28.96
U10910,M01974,2024-07-20,55.99
U10911,M01406,2024-10-14,3.24
U10912,M00824,2025-04-19,37.08
U10913,M01439,2024-10-28,9.2
U10914,M01982,2025-01-04,59.02
U10915,M01175,2025-05-28,80.67
U10916,M00248,2023-12-18,74.19
U10917,M02442,2023-11-17,30.61
U10918,M02288,2023-11-27,27.36
U10919,M01164,2024-05-11,55.9
U10920,M00771,2024-09-27,93.78
U10921,M00674,2024-08-08,20.92
U10922,M00457,2024-02-12,37.35
U10923,M01385,2024-05-02,93.77
U10924,M00149,2025-01-06,24.8
U10925,M01664,2023-09-03,41.15
U10926,M00201,2023-06-28,29.64
U10927,M01566,2023-09-19,3.74
U10928,M00802,2025-06-06,23.92
U10929,M02067,2023-12-22,38.12
U10930,M01420,2024-01-07,12.59
U10931,M01547,2023-12-05,91.74
U10932,M01970,2023-11-04,62.58
U10933,M01368,2025-04-22,57.66
U10934,M02045,2023-07-22,62.79
U10935,M01938,2023-12-23,26.11
U10936,M02427,2025-06-03,67.82
U10937,M00498,2024-01-28,72.21
U10938,M00079,2024-07-27,39.34
U10939,M00936,2024-11-19,92.44
U10940,M01498,2024-05-22,24.5
U10941,M01609,2025-03-16,68.83
U10942,M01295,2025-05-17,43.18
U10943,M00654,2025-02-21,14.54
U10944,M02449,2024-12-10,26.67
U10945,M02040,2025-01-04,26.04
U10946,M01409,2024-01-31,58.59
U10947,M00645,2025-02-20,97.75
U10948,M02188,2024-08-01,87.32
U10949,M01552,2024-10-13,79.63
U10950,M00440,2024-06-27,67.6
U10951,M01427,2024-11-18,39.35
U10952,M00737,2024-06-20,43.1
U10953,M01225,2023-07-18,32.87
U10954,M01326,2024-11-03,25.64
U10955,M02036,2023-09-14,6.06
U10956,M01485,2023-07-23,65.97
U10957,M00127,2025-02-04,62.43
U10958,M02260,2024-07-03,82.01
U10959,M00517,2025-01-01,69.61
U10960,M00113,2025-04-15,75.8
U10961,M00553,2025-02-10,19.76
U10962,M01455,2025-05-12,74.46
U10963,M00964,2023-08-18,19.66
U10964,M01179,2023-07-19,71.11
U10965,M01764,2025-05-26,3.36
U10966,M01517,2023-07-11,93.59
U10967,M01696,2023-11-25,71.77
U10968,M01215,2025-05-29,65.8
U10969,M00520,2024-03-23,74.9
U10970,M02493,2024-09-24,37.94
U10971,M00773,2024-09-19,1.25
U10972,M01346,2024-02-05,32.1
U10973,M00764,2024-04-21,92.13
U10974,M01592,2023-07-16,56.27
U10975,M00572,2023-07-05,38.71
U10976,M00101,2023-06-30,11.45
U10977,M01073,2024-10-22,81.68
U10978,M01650,2024-04-21,2.11
U10979,M02437,2025-02-05,48.88
U10980,M00918,2025-04-15,7.82
U10981,M01543,2024-08-14,61.28
U10982,M00200,2025-03-19,70.82
U10983,M01622,2023-08-14,23.19
U10984,M02135,2025-05-20,18.23
U10985,M01022,2023-09-16,37.63
U10986,M02283,2025-06-07,87.54
U10987,M01158,2024-02-17,66.56
U10988,M00052,2024-07-12,21.14
U10989,M02171,2025-02-12,9.52
U10990,M02014,2024-12-30,37.16
U10991,M00093,2024-11-15,48.96
U10992,M01319,2024-12-09,84.01
U10993,M01788,2023-09-22,35.06
U10994,M01077,2023-12-07,20.4
U10995,M01324,2023-10-02,90.53
U10996,M01170,2025-02-22,29.83
U10997,M01573,2024-01-09,7.95
U10998,M00260,2024-05-08,38.61
U10999,M01442,2024-08-19,88.46
U11000,M00079,2024-01-29,49.81
U11001,M01114,2023-06-22,46.65
U11002,M02241,2024-07-02,61.46
U11003,M00222,2025-04-26,21.81
U11004,M02217,2024-08-11,15.57
U11005,M01958,2023-11-13,43.45
U11006,M01200,2023-12-31,71.29
U11007,M02431,2023-07-03,78.72
U11008,M00182,2024-09-09,41.88
U11009,M01024,2023-10-19,11.7
U11010,M01563,2023-09-08,68.29
U11011,M00109,2024-04-18,70.51
U11012,M01487,2025-03-30,97.61
U11013,M01905,2024-10-26,78.7
U11014,M00081,2024-03-22,77.81
U11015,M00562,2025-02-10,74.82
U11016,M02255,2024-01-01,72.15
U11017,M02020,2023-12-12,87.97
U11018,M01292,2024-06-12,51.07
U11019,M00815,2024-11-18,2.6
U11020,M00809,2024-04-30,39.96
U11021,M01298,2023-06-26,94.04
U11022,M01098,2023-08-06,87.67
U11023,M00304,2023-08-24,92.38
U11024,M00405,2025-05-04,54.85
U11025,M01341,2024-11-10,71.88
U11026,M02439,2023-10-07,25.5
U11027,M02161,2024-11-01,85.63
U11028,M01821,2024-11-16,37.95
U11029,M00414,2023-12-19,16.54
U11030,M00351,2024-12-31,5.36
U11031,M01580,2024-03-20,66.33
U11032,M02490,2025-05-04,38.32
U11033,M00355,2025-06-14,76.53
U11034,M00475,2024-10-28,24.25
U11035,M01810,2023-07-09,8.8
U11036,M02356,2023-10-21,71.04
U11037,M00798,2025-03-22,6.89
U11038,M00057,2024-03-16,22.22
U11039,M01942,2024-08-14,22.87
U11040,M00609,2024-10-03,77.79
U11041,M02463,2023-12-29,78.49
U11042,M01331,2023-08-13,3.44
U11043,M02444,2023-11-24,50.75
U11044,M01705,2024-10-19,38.05
U11045,M00793,2024-04-26,73.66
U11046,M02086,2023-09-06,26.78
U11047,M00409,2024-06-29,31.83
U11048,M00990,2024-04-27,23.35
U11049,M01681,2023-06-29,86.24
U11050,M01949,2025-04-21,78.57
U11051,M01729,2023-10-14,92.43
U11052,M02336,2023-07-14,3.96
U11053,M01079,2025-04-27,55.96
U11054,M02323,2024-03-19,16.57
U11055,M01013,2024-08-27,68.33
U11056,M01008,2024-09-20,52.24
U11057,M00838,2024-05-27,24.07
U11058,M00968,2024-01-25,74.58
U11059,M00804,2023-08-15,12.64
U11060,M00592,2024-01-21,72.43
U11061,M02320,2024-07-04,7.76
U11062,M00070,2024-01-16,59.4
U11063,M02165,2024-10-05,84.93
U11064,M01504,2024-12-09,22.29
U11065,M02120,2025-03-02,18.11
U11066,M01058,2024-06-24,39.77
U11067,M00678,2025-03-13,18.97
U11068,M02472,2024-07-25,51.42
U11069,M01461,2024-02-07,32.18
U11070,M01203,2024-09-13,23.01
U11071,M01797,2023-07-15,47.78
U11072,M00010,2025-05-21,64.12
U11073,M01527,2024-07-20,44.1
U11074,M01412,2024-08-14,22.72
U11075,M00317,2024-05-31,29.35
U11076,M01648,2023-12-11,83.88
U11077,M02467,2024-05-29,82.31
U11078,M00223,2025-06-06,6.62
U11079,M01429,2024-02-13,20.97
U11080,M00693,2024-01-21,18.43
U11081,M02109,2023-07-30,84.22
U11082,M02298,2025-04-27,68.73
U11083,M00826,2024-09-14,28.09
U11084,M00174,2023-06-30,83.99
U11085,M02274,2023-06-25,39.01
U11086,M01544,2024-11-23,78.14
U11087,M01336,2024-06-26,58.79
U11088,M01638,2025-05-13,28.51
U11089,M00399,2025-03-19,33.68
U11090,M01763,2023-09-16,17.55
U11091,M00820,2024-02-10,84.08
U11092,M01530,2024-01-15,73.59
U11093,M02290,2024-04-21,18.04
U11094,M00171,2024-12-03,79.25
U11095,M02210,2024-09-30,71.29
U11096,M00564,2024-04-03,62.97
U11097,M00534,2024-04-15,39.76
U11098,M02385,2023-08-28,70.92
U11099,M00463,2023-11-19,90.45
U11100,M01099,2023-07-30,48.13
U11101,M00744,2024-11-02,42.11
U11102,M02478,2024-11-05,57.2
U11103,M00476,2025-04-28,65.73
U11104,M02433,2024-11-04,58.37
U11105,M00593,2024-08-09,73.63
U11106,M01351,2025-01-30,95.57
U11107,M00067,2023-07-25,87.96
U11108,M01949,2023-10-13,81.03
U11109,M00856,2023-11-17,89.87
U11110,M02060,2024-08-15,45.19
U11111,M02091,2024-02-24,77.05
U11112,M01576,2024-12-29,19.81
U11113,M00523,2023-09-15,70.79
U11114,M01991,2024-04-09,40.25
U11115,M00965,2024-01-25,23.2
U11116,M01643,2023-11-17,79.67
U11117,M02047,2025-05-11,62.27
U11118,M02309,2024-05-30,20.38
U11119,M01454,2024-05-25,88.65
U11120,M01184,2024-09-06,78.51
U11121,M01397,2024-02-19,82.53
U11122,M02444,2025-03-10,3.3
U11123,M00834,2024-07-19,31.46
U11124,M02302,2023-12-04,70.17
U11125,M00885,2024-03-27,51.26
U11126,M00886,2024-10-22,16.8
U11127,M01109,2023-09-28,81.4
U11128,M02459,2024-03-24,12.02
U11129,M01109,2023-10-26,92.59
U11130,M02406,2025-03-21,36.58
U11131,M00082,2023-08-30,8.3
U11132,M01380,2024-01-24,25.53
U11133,M01731,2024-08-07,37.7
U11134,M02424,2024-12-09,1.31
U11135,M02148,2025-03-19,10.49
U11136,M01762,2024-04-25,71.0
U11137,M01470,2024-12-13,27.56
U11138,M00995,2024-06-22,25.29
U11139,M02162,2025-02-26,71.78
U11140,M00292,2024-11-08,74.92
U11141,M01827,2024-12-24,61.88
U11142,M01661,2024-02-12,46.0
U11143,M02470,2023-08-20,65.03
U11144,M01945,2024-03-23,18.46
U11145,M02312,2023-09-04,36.25
U11146,M01837,2025-06-04,61.71
U11147,M01950,2024-12-10,78.32
U11148,M01855,2024-04-29,96.26
U11149,M00363,2024-03-09,89.22
U11150,M00259,2023-09-06,11.71
U11151,M01564,2024-04-10,88.46
U11152,M02259,2023-07-09,55.09
U11153,M02104,2024-05-12,53.73
U11154,M00569,2024-10-03,74.6
U11155,M00823,2024-02-27,46.93
U11156,M00592,2023-09-05,83.67
U11157,M01686,2024-02-02,7.69
U11158,M00007,2024-09-14,45.85
U11159,M02013,2024-09-19,61.29
U11160,M01077,2024-07-15,62.35
U11161,M01989,2023-09-04,82.51
U11162,M02056,2023-10-13,3.91
U11163,M00832,2024-01-31,88.29
U11164,M00276,2025-01-18,73.14
U11165,M01451,2024-04-04,90.03
U11166,M00179,2024-06-11,11.83
U11167,M00433,2024-09-07,36.11
U11168,M02152,2024-10-03,48.64
U11169,M01600,2023-07-18,36.93
U11170,M00968,2025-02-09,11.55
U11171,M01452,2024-10-13,55.73
U11172,M02189,2024-11-03,97.65
U11173,M01450,2024-04-15,3.09
U11174,M01301,2024-01-23,19.68
U11175,M01550,2024-03-26,90.23
U11176,M01616,2025-06-16,63.24
U11177,M01732,2025-02-15,47.49
U11178,M01948,2023-08-07,56.05
U11179,M02238,2023-09-26,29.24
U11180,M01471,2025-01-05,72.26
U11181,M01058,2025-05-21,46.45
U11182,M01291,2024-09-30,23.82
U11183,M00009,2025-03-04,46.52
U11184,M02455,2023-11-09,32.11
U11185,M01738,2025-04-10,34.16
U11186,M01054,2025-05-11,61.8
U11187,M00085,2024-06-08,66.04
U11188,M00495,2024-06-18,25.04
U11189,M00592,2024-02-20,15.36
U11190,M00219,2024-09-30,65.15
U11191,M01040,2025-05-12,22.15
U11192,M02172,2025-03-22,37.72
U11193,M01159,2023-11-19,18.62
U11194,M00745,2024-11-28,80.54
U11195,M00537,2024-06-06,22.73
U11196,M00977,2023-09-13,97.93
U11197,M01292,2023-12-15,45.66
U11198,M02344,2024-02-28,11.1
U11199,M01412,2023-10-14,23.59
U11200,M01133,2024-12-08,96.24
U11201,M01217,2024-07-20,67.94
U11202,M01591,2025-02-04,60.62
U11203,M01870,2024-09-22,29.92
U11204,M01420,2025-02-01,72.74
U11205,M00454,2024-06-15,32.3
U11206,M02130,2024-11-29,15.01
U11207,M01700,2024-12-24,23.66
U11208,M00028,2024-05-26,33.71
U11209,M00833,2024-03-24,10.99
U11210,M01412,2023-07-30,15.01
U11211,M02284,2023-11-12,88.35
U11212,M00765,2024-01-24,83.52
U11213,M00086,2024-09-07,74.93
U11214,M02204,2023-09-17,56.64
U11215,M01490,2025-05-04,1.22
U11216,M01691,2024-06-13,74.12
U11217,M01276,2024-07-09,15.92
U11218,M01666,2023-08-31,54.13
U11219,M01503,2023-11-29,30.18
U11220,M00730,2024-04-16,71.88
U11221,M01742,2024-11-12,75.51
U11222,M00959,2024-07-25,57.02
U11223,M02451,2024-07-01,45.8
U11224,M02126,2024-10-01,64.92
U11225,M01360,2023-12-23,17.46
U11226,M01583,2025-01-02,59.52
U11227,M00859,2023-07-17,82.97
U11228,M02374,2023-11-23,73.77
U11229,M01568,2025-03-11,15.5
U11230,M00152,2023-09-03,91.48
U11231,M01242,2023-10-25,71.83
U11232,M01895,2024-04-08,60.91
U11233,M01444,2024-09-16,58.41
U11234,M00414,2025-05-25,64.77
U11235,M01194,2024-05-02,70.05
U11236,M01577,2024-11-08,94.67
U11237,M01832,2024-01-02,50.79
U11238,M01858,2024-01-19,10.71
U11239,M01958,2024-09-27,64.99
U11240,M00925,2023-10-09,63.87
U11241,M01451,2024-06-13,21.36
U11242,M02260,2024-01-09,24.11
U11243,M00671,2024-06-16,73.51
U11244,M02008,2023-09-09,43.61
U11245,M00866,2023-10-13,64.66
U11246,M00317,2024-07-15,82.73
U11247,M00393,2024-07-24,9.34
U11248,M02014,2024-06-10,16.24
U11249,M02323,2024-05-15,83.18
U11250,M01053,2025-01-31,55.0
U11251,M02007,2024-04-04,71.7
U11252,M02288,2024-01-11,31.07
U11253,M01320,2024-10-01,68.07
U11254,M01795,2024-07-25,46.4
U11255,M01729,2025-05-16,50.78
U11256,M00178,2024-11-10,60.66
U11257,M01717,2024-03-27,2.93
U11258,M01211,2024-10-28,16.89
U11259,M00858,2024-05-15,66.35
U11260,M00193,2023-12-23,75.26
U11261,M01653,2024-05-23,24.24
U11262,M00163,2024-11-06,88.73
U11263,M00646,2024-07-27,94.92
U11264,M01020,2025-05-03,43.14
U11265,M00506,2024-01-08,75.65
U11266,M01853,2024-05-06,82.04
U11267,M02345,2024-01-11,26.86
U11268,M01820,2024-02-28,52.92
U11269,M02102,2025-03-05,97.75
U11270,M02315,2025-02-03,40.76
U11271,M02360,2024-01-17,53.88
U11272,M00023,2024-11-28,15.79
U11273,M01644,2025-02-27,73.89
U11274,M02375,2024-10-16,86.89
U11275,M01229,2025-02-17,33.89
U11276,M00341,2024-05-13,50.74
U11277,M00272,2025-01-10,5.78
U11278,M00165,2024-04-24,58.98
U11279,M00112,2023-09-27,85.82
U11280,M00677,2024-03-15,76.3
U11281,M00106,2023-11-26,78.77
U11282,M01108,2025-03-12,66.3
U11283,M00206,2023-08-25,3.28
U11284,M02463,2025-05-30,20.32
U11285,M01921,2024-04-04,8.53
U11286,M02480,2025-03-25,64.01
U11287,M01696,2023-11-09,6.52
U11288,M01447,2024-06-09,93.27
U11289,M00269,2024-04-23,99.08
U11290,M00399,2024-02-18,56.5
U11291,M01596,2024-03-13,26.23
U11292,M01206,2024-02-01,55.55
U11293,M01422,2024-06-26,86.59
U11294,M02359,2025-03-02,92.5
U11295,M01648,2023-11-05,20.04
U11296,M00417,2025-01-11,74.29
U11297,M01137,2025-03-14,87.38
U11298,M01742,2025-03-27,32.59
U11299,M00597,2024-08-16,28.19
U11300,M01050,2025-02-05,4.56
U11301,M00290,2025-03-30,9.64
U11302,M00539,2023-07-25,83.17
U11303,M00348,2023-11-15,71.35
U11304,M00493,2024-02-01,14.15
U11305,M01383,2024-05-31,90.97
U11306,M02356,2023-11-05,64.05
U11307,M01989,2025-06-16,12.41
U11308,M02331,2023-12-09,86.04
U11309,M01488,2024-06-11,29.77
U11310,M01005,2025-04-03,71.97
U11311,M01618,2024-05-19,33.93
U11312,M01574,2025-06-14,44.04
U11313,M02344,2025-02-04,23.53
U11314,M00658,2024-02-19,11.75
U11315,M00645,2024-09-08,34.06
U11316,M01716,2024-01-28,45.9
U11317,M02429,2024-09-04,94.38
U11318,M01192,2024-07-10,72.23
U11319,M00213,2025-02-15,88.51
U11320,M00504,2023-08-29,63.84
U11321,M02286,2023-08-13,96.26
U11322,M01874,2025-01-05,78.05
U11323,M01543,2024-12-05,30.87
U11324,M00107,2023-08-10,51.71
U11325,M00152,2024-08-15,59.22
U11326,M01198,2023-09-19,54.19
U11327,M02067,2023-08-24,64.63
U11328,M00452,2023-12-31,74.45
U11329,M01083,2025-05-30,59.31
U11330,M01671,2023-12-30,18.28
U11331,M00840,2024-02-15,11.76
U11332,M01502,2023-08-08,23.88
U11333,M00297,2024-11-12,85.51
U11334,M02138,2024-07-01,57.33
U11335,M01189,2025-06-17,72.37
U11336,M00864,2024-10-29,79.67
U11337,M01850,2024-07-13,30.72
U11338,M00414,2023-08-28,10.25
U11339,M00256,2023-11-06,22.8
U11340,M01632,2024-10-25,74.35
U11341,M02474,2025-01-14,20.49
U11342,M02311,2024-05-03,10.33
U11343,M01394,2025-03-26,4.46
U11344,M01123,2025-06-12,27.56
U11345,M01805,2024-05-23,19.1
U11346,M01447,2023-10-08,4.29
U11347,M01640,2024-10-15,7.48
U11348,M00787,2023-06-19,95.92
U11349,M01756,2023-12-14,88.8
U11350,M00990,2024-11-18,80.0
U11351,M01034,2023-07-28,83.6
U11352,M01024,2023-08-28,36.85
U11353,M01282,2024-05-11,77.05
U11354,M01112,2024-10-31,97.3
U11355,M00834,2024-09-30,81.96
U11356,M01770,2023-07-09,17.13
U11357,M00971,2023-07-13,80.22
U11358,M02061,2023-12-03,49.75
U11359,M02006,2023-11-28,56.66
U11360,M02275,2024-12-21,97.7
U11361,M02126,2024-08-24,63.78
U11362,M01221,2024-01-12,27.31
U11363,M01097,2024-07-25,20.9
U11364,M00748,2024-08-17,2.07
U11365,M00562,2024-09-15,88.95
U11366,M02044,2023-12-02,97.2
U11367,M00676,2024-01-12,64.33
U11368,M00832,2024-07-31,55.19
U11369,M01282,2023-06-30,66.46
U11370,M00491,2024-07-20,88.37
U11371,M01739,2024-10-22,24.31
U11372,M00966,2025-05-12,51.15
U11373,M01566,2025-01-29,65.2
U11374,M01888,2025-02-01,12.79
U11375,M00764,2024-04-25,89.28
U11376,M00318,2024-10-18,26.3
U11377,M00180,2024-09-05,57.47
U11378,M01836,2024-02-08,4.4
U11379,M00612,2025-04-07,12.79
U11380,M02282,2024-11-16,60.39
U11381,M02036,2025-05-26,79.62
U11382,M02467,2025-02-12,82.68
U11383,M01879,2025-05-14,34.03
U11384,M01480,2024-05-02,48.07
U11385,M00035,2024-11-01,2.85
U11386,M01452,2024-12-10,73.02
U11387,M01356,2024-12-21,64.7
U11388,M02081,2024-10-25,36.57
U11389,M02350,2024-06-13,42.78
U11390,M00614,2024-08-08,12.03
U11391,M00058,2025-05-04,55.62
U11392,M01412,2025-06-13,99.81
U11393,M00887,2024-12-11,51.17
U11394,M01181,2024-08-18,93.7
U11395,M01722,2023-09-22,45.95
U11396,M01028,2024-09-24,5.07
U11397,M00944,2024-10-26,93.41
U11398,M00666,2023-10-03,75.01
U11399,M00436,2024-07-11,15.17
U11400,M00177,2024-07-23,8.9
U11401,M01816,2023-12-20,44.35
U11402,M00062,2024-07-17,92.85
U11403,M00684,2024-08-22,45.44
U11404,M00050,2023-08-15,45.7
U11405,M00374,2023-06-24,54.17
U11406,M01768,2025-04-18,17.87
U11407,M02023,2024-03-23,31.86
U11408,M01257,2024-01-25,1.07
U11409,M01272,2025-05-01,43.13
U11410,M00492,2024-09-19,55.41
U11411,M02264,2024-07-08,90.29
U11412,M00577,2024-05-25,49.35
U11413,M02098,2025-03-19,31.72
U11414,M00700,2024-05-21,76.23
U11415,M02122,2023-08-07,5.46
U11416,M00966,2023-06-25,16.02
U11417,M02295,2024-05-18,15.49
U11418,M01548,2025-04-14,78.18
U11419,M00478,2023-07-26,75.15
U11420,M02227,2024-06-11,37.3
U11421,M00301,2024-05-07,29.42
U11422,M02073,2024-02-05,3.13
U11423,M00136,2025-01-04,8.21
U11424,M01170,2025-01-05,94.68
U11425,M02038,2024-02-20,12.57
U11426,M00827,2024-04-18,31.82
U11427,M00783,2023-09-08,56.98
U11428,M02133,2025-01-28,4.88
U11429,M02256,2024-03-17,57.5
U11430,M01955,2024-02-03,57.09
U11431,M02466,2025-02-08,95.18
U11432,M01509,2025-05-18,8.2
U11433,M00878,2024-01-17,17.76
U11434,M01490,2025-04-06,2.2
U11435,M02365,2024-10-11,45.98
U11436,M01684,2025-02-12,61.5
U11437,M02405,2025-01-22,15.69
U11438,M01641,2024-06-25,39.88
U11439,M00904,2024-03-03,94.12
U11440,M00090,2024-10-06,21.25
U11441,M01386,2024-09-02,85.41
U11442,M00728,2023-09-30,86.13
U11443,M01961,2024-01-13,76.17
U11444,M00805,2025-06-05,59.94
U11445,M01347,2025-06-07,97.92
U11446,M00331,2023-07-22,17.06
U11447,M01995,2024-08-09,14.58
U11448,M01114,2024-07-01,77.45
U11449,M02113,2025-06-08,7.3
U11450,M00806,2024-07-25,63.73
U11451,M01003,2024-08-09,95.97
U11452,M01081,2025-03-07,33.73
U11453,M01360,2024-08-23,82.67
U11454,M01990,2024-02-25,58.71
U11455,M02387,2025-04-25,4.96
U11456,M02320,2023-12-29,10.13
U11457,M01097,2024-03-31,89.18
U11458,M02130,2023-09-19,55.88
U11459,M00828,2024-11-17,33.45
U11460,M01748,2023-11-24,19.4
U11461,M02075,2025-03-14,45.12
