paymentID,policyID,amount,paymentDate,method,status
PAY31950,P12021,3697,2025-05-10,Credit,Failed
PAY31951,P11765,4480,2022-11-07,Bank Transfer,Failed
PAY31952,P12334,1857,2024-11-26,Credit,Success
PAY31953,P10846,4778,2025-02-16,Debit,Success
PAY31954,P13034,2652,2020-12-23,Bank Transfer,Failed
PAY31955,P12863,2102,2021-03-30,Bank Transfer,Failed
PAY31956,P17723,3075,2022-11-03,Debit,Failed
PAY31957,P15981,2933,2024-07-18,Debit,Success
PAY31958,P12231,1629,2025-01-12,Debit,Failed
PAY31959,P10768,3194,2023-09-21,Bank Transfer,Failed
PAY31960,P12807,4459,2025-03-26,Debit,Success
PAY31961,P13226,2186,2020-10-22,Bank Transfer,Success
PAY31962,P10689,1233,2022-07-30,Credit,Failed
PAY31963,P13652,1767,2022-10-31,Bank Transfer,Success
PAY31964,P16947,3510,2024-09-25,Credit,Success
PAY31965,P14928,421,2021-09-26,Debit,Success
PAY31966,P16507,4300,2025-04-08,Debit,Failed
PAY31967,P17768,2683,2024-02-13,Debit,Failed
PAY31968,P11542,3446,2023-06-02,Bank Transfer,Success
PAY31969,P17150,1292,2023-07-11,Bank Transfer,Failed
PAY31970,P10485,3035,2024-11-12,Credit,Success
PAY31971,P14393,1104,2021-06-21,Credit,Failed
PAY31972,P10808,3823,2025-06-09,Bank Transfer,Failed
PAY31973,P10210,2068,2023-01-22,Credit,Success
PAY31974,P15619,334,2023-03-23,Credit,Failed
PAY31975,P13157,3179,2022-01-04,Bank Transfer,Failed
PAY31976,P16234,4475,2024-02-02,Bank Transfer,Success
PAY31977,P12447,681,2024-01-04,Debit,Success
PAY31978,P16802,4715,2024-04-19,Debit,Success
PAY31979,P15955,836,2025-03-18,Bank Transfer,Failed
PAY31980,P10225,929,2023-09-14,Debit,Failed
PAY31981,P15603,3262,2024-12-30,Debit,Success
PAY31982,P12336,3012,2022-10-25,Bank Transfer,Failed
PAY31983,P12097,1072,2023-08-04,Credit,Success
PAY31984,P12734,3931,2022-05-15,Bank Transfer,Failed
PAY31985,P14856,3354,2021-12-22,Bank Transfer,Success
PAY31986,P15234,1683,2024-12-17,Debit,Failed
PAY31987,P16593,1729,2023-04-06,Credit,Success
PAY31988,P13773,320,2023-10-10,Debit,Failed
PAY31989,P12090,1359,2022-02-04,Debit,Success
PAY31990,P15119,4762,2020-06-20,Debit,Failed
PAY31991,P13038,2442,2025-02-11,Bank Transfer,Success
PAY31992,P12624,2999,2022-08-03,Debit,Success
PAY31993,P17267,395,2025-06-16,Bank Transfer,Failed
PAY31994,P13467,441,2023-03-26,Credit,Success
PAY31995,P17346,3056,2023-12-04,Debit,Failed
PAY31996,P11080,4276,2023-02-14,Bank Transfer,Success
PAY31997,P10173,4396,2021-02-28,Bank Transfer,Success
PAY31998,P15211,734,2022-06-13,Debit,Success
PAY31999,P12199,4149,2025-03-10,Debit,Success
PAY32000,P17065,305,2021-08-31,Debit,Success
