gradeID,enrollmentID,grade,gradeDate
G23288,E10463,A,2024-07-21
G23289,E10464,C,2023-03-06
G23290,E13869,B,2023-11-12
G23291,E11087,A,2022-04-20
G23292,E14448,F,2020-06-25
G23293,E10538,D,2023-03-15
G23294,E15353,C,2022-12-03
G23295,E11003,D,2022-11-01
G23296,E13782,C,2020-11-11
G23297,E10393,F,2020-11-07
G23298,E15956,F,2023-06-27
G23299,E14545,D,2022-03-15
G23300,E11254,A,2024-11-23
G23301,E12864,B,2023-12-23
G23302,E13928,D,2020-11-02
G23303,E13945,C,2023-12-02
G23304,E13317,C,2020-08-25
G23305,E11459,C,2023-08-09
G23306,E15820,A,2023-12-13
G23307,E11858,A,2021-04-28
G23308,E13214,A,2022-10-09
G23309,E10998,A,2021-07-02
G23310,E12914,A,2021-10-03
G23311,E12887,F,2020-12-23
G23312,E11332,C,2024-08-06
G23313,E10717,D,2022-05-09
G23314,E10252,D,2022-03-20
G23315,E15517,A,2025-02-27
G23316,E15388,B,2022-08-11
G23317,E10098,D,2023-07-11
G23318,E10140,A,2022-04-08
G23319,E15955,D,2023-08-18
G23320,E11486,F,2021-01-21
G23321,E13508,C,2021-08-06
G23322,E11739,F,2020-06-21
G23323,E10913,C,2021-09-30
G23324,E13814,F,2023-08-01
G23325,E15180,C,2021-08-22
G23326,E12554,F,2021-11-12
G23327,E13518,B,2024-10-25
G23328,E13418,C,2023-05-19
G23329,E15416,A,2021-04-23
G23330,E10049,B,2021-04-26
G23331,E13076,F,2021-09-07
G23332,E10293,D,2020-12-13
G23333,E13064,F,2025-03-06
G23334,E13856,C,2023-11-29
G23335,E14217,C,2023-10-20
G23336,E10101,D,2024-01-22
G23337,E15317,D,2023-10-18
G23338,E13966,B,2025-04-19
G23339,E11933,F,2024-02-28
G23340,E13153,D,2020-07-14
G23341,E12862,F,2021-11-14
G23342,E11115,A,2023-12-31
G23343,E13325,D,2024-03-14
G23344,E14679,C,2020-09-12
G23345,E14420,D,2021-08-21
G23346,E13503,D,2021-03-03
G23347,E11917,D,2020-11-14
G23348,E12006,A,2022-11-02
G23349,E13358,A,2024-06-16
G23350,E15680,C,2023-01-02
G23351,E15761,B,2023-12-02
G23352,E11072,C,2020-10-15
G23353,E12003,C,2022-08-13
G23354,E12883,C,2024-07-19
G23355,E14550,B,2023-08-03
G23356,E11004,D,2021-09-09
G23357,E12543,C,2021-12-28
G23358,E11070,C,2024-07-29
G23359,E12079,B,2024-06-26
G23360,E11370,B,2024-04-05
G23361,E10326,D,2021-11-15
G23362,E10732,B,2024-02-14
G23363,E11602,C,2024-04-25
G23364,E15911,F,2023-04-01
G23365,E13002,A,2020-11-18
G23366,E12790,B,2022-10-16
G23367,E13047,D,2022-11-11
G23368,E10527,B,2024-04-12
G23369,E10260,D,2021-03-17
G23370,E10417,D,2023-02-17
G23371,E11711,D,2020-07-08
G23372,E10478,C,2024-12-14
G23373,E14341,A,2021-08-02
G23374,E12690,F,2023-12-27
G23375,E12637,A,2022-05-24
G23376,E15746,A,2021-10-21
G23377,E11114,D,2022-01-07
G23378,E13222,D,2021-05-20
G23379,E12003,F,2023-07-03
G23380,E12638,D,2022-03-31
G23381,E11952,C,2022-09-04
G23382,E11345,F,2021-01-20
G23383,E11650,A,2025-04-07
G23384,E14247,C,2024-10-08
G23385,E12595,D,2021-08-09
G23386,E15843,C,2024-04-08
G23387,E14827,B,2021-03-08
G23388,E14937,A,2025-04-27
G23389,E12447,C,2021-03-26
G23390,E12511,B,2022-09-20
G23391,E10300,D,2022-05-28
G23392,E12315,B,2023-08-01
G23393,E10517,F,2022-12-07
G23394,E15212,D,2021-10-21
G23395,E14640,B,2022-03-02
G23396,E10645,F,2022-03-28
G23397,E13933,F,2020-12-28
G23398,E12901,C,2024-08-07
G23399,E11719,B,2022-04-24
G23400,E15803,D,2022-07-07
G23401,E14518,B,2024-09-20
G23402,E10227,A,2024-09-03
G23403,E10375,C,2022-01-03
G23404,E12596,C,2022-07-01
G23405,E15981,A,2022-01-17
G23406,E11902,F,2024-12-15
G23407,E14255,B,2022-04-13
G23408,E15960,F,2025-01-06
G23409,E15147,F,2021-08-14
G23410,E11317,D,2021-02-24
G23411,E11278,D,2024-10-08
G23412,E12461,D,2024-07-06
G23413,E13201,C,2025-03-11
G23414,E10453,F,2022-09-15
G23415,E12860,F,2020-10-16
G23416,E14814,A,2023-09-30
G23417,E12110,F,2025-02-22
G23418,E10389,A,2024-01-05
G23419,E11517,D,2022-05-02
G23420,E11382,A,2023-09-24
G23421,E11585,F,2023-02-26
G23422,E12860,D,2025-01-11
G23423,E10219,B,2025-04-17
G23424,E13368,A,2024-11-29
G23425,E10853,D,2025-01-09
G23426,E12974,C,2025-05-02
G23427,E10807,A,2021-05-22
G23428,E12768,A,2021-10-19
G23429,E14269,F,2020-09-06
G23430,E12327,C,2024-05-31
G23431,E11576,C,2021-05-30
G23432,E10695,C,2023-05-13
G23433,E15419,A,2023-04-16
G23434,E12168,C,2023-08-04
G23435,E12496,B,2023-03-26
G23436,E13325,A,2021-08-18
G23437,E14574,A,2023-05-02
G23438,E13108,A,2024-06-15
G23439,E10497,A,2024-08-21
G23440,E11225,C,2023-07-25
G23441,E14868,A,2021-05-24
G23442,E14948,B,2023-03-25
G23443,E14146,C,2022-03-17
G23444,E14004,F,2021-04-22
G23445,E15180,A,2022-12-16
G23446,E14562,D,2023-05-22
G23447,E11715,F,2024-12-11
G23448,E15689,A,2024-09-16
G23449,E15347,C,2021-06-27
G23450,E14933,C,2023-09-02
G23451,E14703,F,2021-09-22
G23452,E10531,A,2020-07-20
G23453,E11037,B,2020-12-16
G23454,E10356,D,2024-12-05
G23455,E13660,D,2024-04-03
G23456,E14241,A,2021-05-19
G23457,E13038,F,2021-06-13
G23458,E10925,C,2020-06-30
G23459,E14030,A,2021-08-23
G23460,E15982,B,2022-01-31
G23461,E14922,F,2022-05-22
G23462,E14290,B,2025-01-12
G23463,E11850,F,2024-01-03
G23464,E12429,B,2020-10-02
G23465,E14905,A,2020-06-27
G23466,E12349,B,2024-12-06
G23467,E10279,D,2023-03-05
G23468,E15038,F,2022-12-19
G23469,E14979,F,2024-07-17
G23470,E13225,D,2024-03-08
G23471,E14811,F,2021-07-18
G23472,E14661,F,2021-09-18
G23473,E11715,B,2023-08-08
G23474,E11486,B,2023-07-22
G23475,E10808,C,2024-08-02
G23476,E15449,C,2021-11-29
G23477,E15387,F,2025-01-25
G23478,E10897,D,2024-01-03
G23479,E14244,C,2024-12-17
G23480,E13364,D,2022-03-18
G23481,E15236,B,2023-12-28
G23482,E11639,C,2021-12-27
G23483,E13051,B,2024-05-07
G23484,E12228,D,2024-05-31
G23485,E15694,B,2021-10-24
G23486,E10937,B,2023-10-30
G23487,E14863,B,2023-08-05
G23488,E15254,B,2023-07-18
G23489,E11329,A,2023-04-08
G23490,E12196,A,2023-08-16
G23491,E10135,B,2024-01-06
G23492,E12894,F,2023-06-13
G23493,E14631,C,2021-07-23
G23494,E14566,B,2022-03-18
G23495,E12473,B,2021-08-31
G23496,E12160,D,2023-02-17
G23497,E11457,B,2022-07-13
G23498,E15524,A,2022-12-31
G23499,E11398,F,2021-08-31
G23500,E11729,A,2023-02-01
G23501,E11097,B,2021-05-23
G23502,E12128,B,2021-10-13
G23503,E11279,B,2024-09-16
G23504,E14708,B,2023-03-23
G23505,E12067,F,2022-01-08
G23506,E14661,C,2022-10-02
G23507,E10617,C,2023-08-04
G23508,E10518,A,2021-08-12
G23509,E11768,D,2022-03-05
G23510,E11892,A,2025-05-26
G23511,E15288,B,2025-05-04
G23512,E13208,F,2024-03-17
G23513,E14581,F,2022-11-27
G23514,E12397,F,2024-12-26
G23515,E13888,B,2021-09-14
G23516,E12623,D,2025-05-26
G23517,E12792,C,2025-04-20
G23518,E15234,B,2021-11-11
G23519,E11928,F,2022-04-25
G23520,E12100,F,2022-12-01
G23521,E15941,C,2021-01-22
G23522,E13324,D,2024-04-13
G23523,E11086,C,2023-05-23
G23524,E12782,D,2023-03-30
G23525,E15331,B,2025-02-21
G23526,E12629,A,2021-01-20
G23527,E15787,C,2020-07-14
G23528,E11328,C,2021-05-11
G23529,E12136,D,2022-09-20
G23530,E11413,C,2024-05-19
G23531,E11640,B,2023-01-17
G23532,E13249,F,2020-11-08
G23533,E10885,A,2024-03-13
G23534,E10595,D,2023-03-10
G23535,E15850,F,2025-04-12
G23536,E11098,F,2020-08-08
G23537,E15152,D,2021-09-30
G23538,E10916,C,2023-08-13
G23539,E11863,D,2021-04-04
G23540,E15614,F,2025-05-11
G23541,E11873,F,2022-04-06
G23542,E10604,B,2020-10-01
G23543,E13794,A,2025-01-21
G23544,E13699,A,2022-04-08
G23545,E11591,A,2021-04-26
G23546,E15051,D,2021-11-17
G23547,E13051,D,2023-01-03
G23548,E15103,C,2021-03-20
G23549,E10872,A,2022-06-22
G23550,E13933,C,2021-09-03
G23551,E12253,C,2022-02-05
G23552,E12871,F,2025-01-08
G23553,E15372,A,2021-09-12
G23554,E15748,F,2021-02-02
G23555,E11755,D,2024-02-05
G23556,E15338,B,2023-02-11
G23557,E11601,C,2024-08-04
G23558,E11995,C,2020-09-01
G23559,E10282,C,2024-09-07
G23560,E10021,D,2021-10-04
G23561,E10596,A,2023-10-18
G23562,E11840,D,2024-09-27
G23563,E14534,F,2021-09-16
G23564,E11004,D,2020-12-13
G23565,E12283,A,2024-05-03
G23566,E10657,A,2024-09-23
G23567,E13374,D,2022-01-02
G23568,E14207,D,2023-04-25
G23569,E10033,A,2024-12-22
G23570,E12823,D,2021-12-31
G23571,E10314,D,2023-03-20
G23572,E12698,B,2022-12-09
G23573,E11217,F,2022-09-28
G23574,E14374,C,2023-04-19
G23575,E11497,A,2024-05-30
G23576,E13821,C,2024-08-27
G23577,E12791,D,2021-01-02
G23578,E14171,B,2021-09-21
G23579,E12194,A,2022-01-01
G23580,E10743,B,2021-11-11
G23581,E15064,A,2024-08-27
G23582,E11000,D,2022-05-03
G23583,E14926,C,2023-11-23
G23584,E15385,B,2021-02-23
G23585,E14503,D,2023-03-17
G23586,E11437,D,2020-10-25
G23587,E10048,F,2020-11-06
G23588,E14244,D,2021-06-01
G23589,E13375,A,2024-07-27
G23590,E12202,F,2020-07-16
G23591,E14317,C,2020-07-20
G23592,E15537,F,2022-08-12
G23593,E14860,C,2021-12-04
G23594,E14897,D,2022-11-27
G23595,E11379,A,2023-08-30
G23596,E13634,C,2022-06-25
G23597,E11629,D,2021-05-02
G23598,E15121,B,2024-04-25
G23599,E15159,B,2021-08-04
G23600,E15452,C,2024-07-19
G23601,E13281,C,2025-01-25
G23602,E10728,F,2021-06-24
G23603,E14775,B,2023-06-16
G23604,E10511,C,2022-07-21
G23605,E10565,B,2025-02-20
G23606,E12389,F,2022-08-28
G23607,E12045,A,2022-03-29
G23608,E10391,A,2020-08-12
G23609,E13899,C,2021-11-27
G23610,E13141,C,2022-09-10
G23611,E15681,B,2023-01-03
G23612,E15313,D,2022-01-22
G23613,E10169,B,2023-09-10
G23614,E12594,C,2021-02-04
G23615,E12501,D,2024-04-11
G23616,E15305,A,2022-01-25
G23617,E14142,A,2022-05-14
G23618,E10258,B,2021-11-11
G23619,E10019,C,2021-09-09
G23620,E12354,C,2020-08-05
G23621,E15122,C,2021-05-11
G23622,E15006,A,2022-06-01
G23623,E15169,F,2020-09-26
G23624,E11742,F,2024-09-03
G23625,E15514,D,2021-11-04
G23626,E15136,B,2025-01-27
G23627,E11944,B,2020-12-12
G23628,E12906,D,2023-11-23
G23629,E12631,B,2023-07-03
G23630,E14379,C,2024-09-20
G23631,E13293,B,2022-10-23
G23632,E11694,F,2024-02-12
G23633,E11553,A,2021-02-12
G23634,E14424,C,2025-03-29
G23635,E15968,C,2024-06-07
G23636,E10015,B,2021-09-17
G23637,E15172,B,2021-11-17
G23638,E15806,A,2020-12-10
G23639,E10012,F,2021-02-08
G23640,E11595,C,2020-11-26
G23641,E15761,F,2024-06-17
G23642,E11546,D,2023-05-15
G23643,E13564,F,2023-02-24
G23644,E14388,A,2024-02-21
G23645,E13181,C,2021-10-21
G23646,E10711,F,2021-04-12
G23647,E13843,C,2023-04-26
G23648,E12651,D,2022-09-30
G23649,E15809,C,2023-09-27
G23650,E11216,A,2020-09-26
G23651,E12419,C,2023-10-19
G23652,E12810,B,2023-12-11
G23653,E13656,A,2024-11-25
G23654,E14129,F,2023-03-28
G23655,E14206,D,2023-12-27
G23656,E13265,B,2022-07-10
G23657,E13988,D,2022-12-21
G23658,E10665,C,2024-10-25
G23659,E13043,B,2023-07-10
G23660,E11889,C,2024-05-30
G23661,E10053,A,2024-06-17
G23662,E11892,A,2022-11-07
G23663,E13215,B,2023-04-16
G23664,E11036,C,2021-05-06
G23665,E15772,B,2020-09-22
G23666,E14900,D,2023-04-26
G23667,E11394,A,2021-01-26
G23668,E12776,A,2021-10-26
G23669,E11784,A,2022-08-12
G23670,E13311,B,2022-07-18
G23671,E15962,C,2023-05-31
G23672,E13807,A,2024-02-11
G23673,E12577,B,2022-02-08
G23674,E11284,A,2025-02-14
G23675,E13251,B,2021-10-17
G23676,E10089,D,2023-10-03
G23677,E11383,A,2022-10-19
G23678,E15460,B,2022-07-08
G23679,E12521,B,2020-09-03
G23680,E15012,D,2020-07-14
G23681,E15852,F,2021-07-28
G23682,E11887,D,2024-10-11
G23683,E11101,F,2022-02-03
G23684,E14306,D,2020-11-21
G23685,E11234,A,2024-02-23
G23686,E10919,B,2025-05-22
G23687,E11281,A,2020-10-21
G23688,E15592,A,2024-02-21
G23689,E15782,F,2022-05-30
G23690,E13281,C,2022-10-15
G23691,E11389,A,2022-09-12
G23692,E13994,A,2022-05-07
G23693,E12388,C,2021-04-04
G23694,E12023,D,2020-08-16
G23695,E10851,C,2020-10-13
G23696,E11074,A,2021-07-25
G23697,E13303,A,2022-06-23
G23698,E10293,F,2020-07-11
G23699,E11205,A,2022-12-28
G23700,E11862,D,2021-01-19
G23701,E11616,D,2022-03-24
G23702,E11275,F,2023-09-17
G23703,E14885,B,2025-01-10
G23704,E15072,D,2023-09-02
G23705,E11501,D,2022-04-19
G23706,E15787,A,2024-10-19
G23707,E13583,D,2025-01-14
G23708,E15146,D,2020-11-24
G23709,E11397,D,2023-02-13
G23710,E11636,A,2020-10-22
G23711,E11381,F,2022-06-19
G23712,E14026,F,2022-04-27
G23713,E13911,A,2021-02-11
G23714,E10248,D,2021-01-05
G23715,E12120,B,2021-02-02
G23716,E14869,A,2024-09-23
G23717,E13499,D,2020-06-24
G23718,E11485,C,2025-05-27
G23719,E12358,D,2023-12-28
G23720,E13266,D,2020-09-15
G23721,E15989,A,2023-08-27
G23722,E13207,D,2022-06-19
G23723,E12025,C,2022-03-28
G23724,E12785,F,2024-02-04
G23725,E10474,B,2024-09-09
G23726,E15907,B,2024-01-26
G23727,E14557,A,2020-06-27
G23728,E11736,F,2022-05-14
G23729,E13970,B,2024-09-13
G23730,E11270,F,2024-09-16
G23731,E14835,C,2022-03-14
G23732,E10518,A,2021-12-15
G23733,E14536,D,2023-12-24
G23734,E13968,A,2023-09-10
G23735,E10607,F,2022-12-17
G23736,E14955,B,2021-02-28
G23737,E13343,D,2023-08-26
G23738,E15343,C,2024-07-13
G23739,E13527,D,2020-10-01
G23740,E11123,F,2023-03-08
G23741,E15813,A,2022-04-06
G23742,E13625,A,2020-07-31
G23743,E14037,B,2021-08-27
G23744,E10202,D,2023-09-27
G23745,E11914,A,2024-09-23
G23746,E11604,A,2023-02-11
G23747,E10829,A,2020-08-27
G23748,E10418,F,2020-07-21
G23749,E12961,A,2020-08-13
G23750,E14778,D,2025-04-07
G23751,E13852,A,2023-09-17
G23752,E15951,A,2025-04-12
G23753,E13339,A,2020-09-25
G23754,E11589,A,2025-03-04
G23755,E13152,A,2022-08-18
G23756,E15397,D,2021-09-14
G23757,E12087,F,2023-01-12
G23758,E12605,F,2021-06-24
G23759,E15465,D,2022-12-29
G23760,E12489,B,2024-08-05
G23761,E13141,C,2023-12-17
G23762,E10551,D,2023-05-08
G23763,E10189,B,2023-11-05
G23764,E15359,D,2020-12-03
G23765,E11467,B,2024-07-31
G23766,E15268,B,2022-11-20
G23767,E12637,A,2025-01-10
G23768,E15088,C,2020-12-19
G23769,E12147,D,2020-11-15
G23770,E10433,A,2022-05-19
G23771,E10969,C,2021-04-03
G23772,E14465,A,2024-12-09
G23773,E13088,A,2021-12-27
G23774,E13304,B,2022-11-17
G23775,E10950,B,2023-06-06
G23776,E14160,D,2023-12-18
G23777,E10826,D,2020-08-22
G23778,E11572,F,2021-07-14
G23779,E10718,C,2025-04-19
G23780,E11005,D,2021-04-30
G23781,E11711,C,2021-03-28
G23782,E13619,B,2021-11-05
G23783,E12530,C,2022-08-12
G23784,E11935,C,2022-03-09
G23785,E14753,F,2024-12-08
G23786,E11613,F,2024-02-26
G23787,E12013,A,2021-06-10
G23788,E13101,D,2025-03-12
G23789,E13042,C,2023-07-15
G23790,E11276,B,2021-02-27
G23791,E15917,F,2025-02-09
G23792,E10104,D,2022-01-07
G23793,E11332,A,2024-09-04
G23794,E12412,C,2024-06-16
G23795,E10259,B,2024-09-30
G23796,E15299,C,2025-02-02
G23797,E10647,C,2021-02-16
G23798,E13726,A,2021-03-21
G23799,E12561,A,2021-08-31
G23800,E12220,A,2025-01-15
G23801,E15990,D,2024-04-19
G23802,E15706,D,2022-08-26
G23803,E14664,D,2022-07-05
G23804,E12097,C,2023-12-15
G23805,E13890,B,2025-01-28
G23806,E14214,F,2022-11-08
G23807,E13898,F,2024-06-22
G23808,E15755,B,2022-05-02
G23809,E14571,F,2022-04-12
G23810,E11143,F,2020-12-30
G23811,E10185,F,2025-02-04
G23812,E13312,C,2022-04-17
G23813,E14155,A,2023-08-27
G23814,E15139,D,2022-04-06
G23815,E14867,B,2022-07-08
G23816,E10513,D,2023-10-16
G23817,E13050,A,2021-08-10
G23818,E13465,F,2023-07-21
G23819,E12298,F,2024-10-14
G23820,E11623,B,2024-07-25
G23821,E13078,F,2023-01-22
G23822,E13338,F,2022-04-23
G23823,E10972,B,2022-08-11
G23824,E14458,D,2025-05-25
G23825,E13126,A,2023-08-10
G23826,E11578,D,2023-04-22
G23827,E13216,F,2022-12-05
G23828,E12760,F,2022-02-27
G23829,E13164,D,2022-07-11
G23830,E13521,F,2024-02-13
G23831,E15988,A,2020-07-16
G23832,E11513,A,2020-10-31
G23833,E11574,F,2023-02-05
G23834,E11593,D,2020-07-06
G23835,E13393,D,2020-10-14
G23836,E15800,A,2024-05-20
G23837,E11372,D,2021-06-29
G23838,E14756,C,2022-04-11
G23839,E13742,B,2021-11-27
G23840,E12304,A,2023-03-01
G23841,E15858,F,2022-04-04
G23842,E15204,C,2022-04-24
G23843,E11192,B,2024-11-23
G23844,E14052,A,2021-12-11
G23845,E12093,F,2020-09-16
G23846,E12277,A,2021-11-11
G23847,E15563,C,2022-06-22
G23848,E13652,F,2024-04-20
G23849,E13518,B,2024-04-13
G23850,E11244,F,2023-11-24
G23851,E12114,B,2022-07-27
G23852,E14101,B,2022-01-15
G23853,E10424,D,2022-02-18
G23854,E13644,A,2023-01-25
G23855,E11618,A,2021-06-09
G23856,E10302,C,2022-12-14
G23857,E11692,F,2023-07-21
G23858,E13416,D,2021-01-04
G23859,E14748,B,2023-05-16
G23860,E13489,F,2021-07-01
G23861,E15581,F,2024-09-30
G23862,E11459,A,2023-07-05
G23863,E15194,B,2024-09-11
G23864,E15451,B,2022-03-12
G23865,E14492,B,2022-09-25
G23866,E14219,F,2022-07-18
G23867,E10563,D,2023-11-11
G23868,E10864,D,2023-01-17
G23869,E13919,D,2024-08-12
G23870,E15778,F,2020-10-04
G23871,E13284,A,2021-02-09
G23872,E12267,D,2023-03-02
G23873,E15298,A,2023-03-13
G23874,E11341,D,2022-07-22
G23875,E13145,D,2022-07-22
G23876,E10585,A,2024-07-16
G23877,E12053,A,2023-05-28
G23878,E15890,A,2020-12-14
G23879,E13847,F,2022-05-06
G23880,E14160,C,2020-10-19
G23881,E11065,B,2022-07-05
G23882,E10409,C,2021-08-03
G23883,E13986,A,2023-08-09
G23884,E14241,D,2020-10-22
G23885,E11741,C,2022-06-03
G23886,E15823,D,2023-08-16
G23887,E11904,B,2021-04-15
G23888,E11298,C,2024-07-04
G23889,E13357,C,2021-11-21
G23890,E11148,D,2023-02-01
G23891,E14793,C,2025-04-13
G23892,E11746,C,2023-01-01
G23893,E15437,B,2024-06-20
G23894,E14143,B,2023-12-09
G23895,E13604,C,2021-12-29
G23896,E10305,B,2022-04-25
G23897,E15950,B,2022-12-31
G23898,E12160,F,2022-01-29
G23899,E13677,A,2022-08-02
G23900,E11059,F,2021-07-13
G23901,E12513,A,2020-07-12
G23902,E14617,B,2021-04-12
G23903,E14072,D,2024-01-22
G23904,E12403,B,2021-04-06
G23905,E11679,B,2024-08-03
G23906,E12155,B,2021-06-21
G23907,E14646,B,2024-05-16
G23908,E10572,B,2024-10-07
G23909,E14973,B,2023-04-30
G23910,E14141,A,2021-07-28
G23911,E11328,C,2024-01-15
G23912,E12498,A,2024-12-28
G23913,E13246,A,2023-11-16
G23914,E15737,F,2023-09-20
G23915,E15602,B,2023-07-27
G23916,E13566,D,2023-01-13
G23917,E14406,F,2023-01-02
G23918,E12423,A,2020-10-11
G23919,E14405,B,2021-12-23
G23920,E10704,C,2023-05-04
G23921,E12947,F,2022-05-05
G23922,E10106,C,2024-11-02
G23923,E10389,C,2023-12-11
G23924,E10625,B,2023-05-16
G23925,E11365,D,2021-06-05
G23926,E15715,A,2021-12-21
G23927,E15605,B,2021-08-21
G23928,E15244,D,2024-07-25
G23929,E12157,A,2023-08-28
G23930,E12423,D,2023-02-11
G23931,E13288,C,2025-06-10
G23932,E12219,B,2025-01-15
G23933,E15249,F,2022-11-01
G23934,E13554,F,2020-12-27
G23935,E15643,D,2023-03-08
G23936,E13386,F,2024-01-06
G23937,E15727,F,2022-06-21
G23938,E15716,B,2021-06-03
G23939,E11348,D,2024-09-25
G23940,E15139,F,2023-06-09
G23941,E12932,D,2024-01-03
G23942,E13539,C,2022-07-29
G23943,E12856,D,2021-12-29
G23944,E11616,F,2025-02-01
G23945,E15399,A,2022-11-07
G23946,E13210,B,2021-04-20
G23947,E13052,B,2021-08-14
G23948,E10208,F,2020-09-03
G23949,E14968,F,2023-11-15
G23950,E13574,A,2024-06-12
G23951,E10242,B,2023-08-30
G23952,E15090,B,2025-05-04
G23953,E10629,C,2025-06-12
G23954,E14088,C,2024-08-14
G23955,E14229,C,2021-09-29
G23956,E15729,C,2022-04-21
G23957,E13411,B,2023-08-20
G23958,E12636,B,2024-09-12
G23959,E11359,D,2022-05-23
G23960,E13937,D,2024-08-24
G23961,E15172,B,2023-05-04
G23962,E12999,B,2023-07-27
G23963,E14482,F,2025-01-26
G23964,E10786,D,2022-12-26
G23965,E10688,C,2023-11-28
G23966,E10661,A,2022-03-04
G23967,E13110,C,2022-07-03
G23968,E12893,C,2022-01-05
G23969,E10466,A,2021-01-30
G23970,E15225,B,2022-05-05
G23971,E12664,D,2021-01-16
G23972,E13289,A,2022-03-09
G23973,E12050,A,2020-07-09
G23974,E15956,D,2022-06-05
G23975,E14610,C,2021-10-04
G23976,E15989,B,2025-03-26
G23977,E13826,D,2023-04-07
G23978,E11694,D,2022-03-24
G23979,E15210,D,2020-08-05
G23980,E15748,D,2023-09-06
G23981,E10410,A,2023-04-20
G23982,E11347,A,2022-06-23
G23983,E15185,C,2024-07-06
G23984,E12753,B,2024-01-11
G23985,E13007,B,2022-11-06
G23986,E10304,D,2024-12-24
G23987,E14068,B,2024-04-14
G23988,E13236,A,2024-09-11
G23989,E11968,B,2024-03-09
G23990,E11103,F,2022-09-10
G23991,E11529,A,2022-05-06
G23992,E11435,A,2022-08-13
G23993,E11809,F,2024-10-09
G23994,E13011,D,2023-03-05
G23995,E11093,B,2021-02-15
G23996,E12348,F,2022-11-01
G23997,E12255,D,2024-03-17
G23998,E15998,A,2024-09-17
G23999,E10518,C,2020-11-18
G24000,E15272,F,2020-11-08
G24001,E10800,B,2025-03-16
G24002,E15355,C,2023-06-02
G24003,E14385,B,2023-11-22
G24004,E12602,D,2025-03-23
G24005,E11455,F,2024-03-21
G24006,E11998,D,2021-06-05
G24007,E14607,A,2023-01-11
G24008,E14197,A,2023-04-18
G24009,E12275,A,2024-09-27
G24010,E14270,A,2025-03-04
G24011,E15675,D,2024-10-05
G24012,E11510,C,2021-06-16
G24013,E10776,F,2021-11-05
G24014,E13948,F,2023-03-10
G24015,E11333,A,2024-05-11
G24016,E14165,A,2025-02-20
G24017,E12529,B,2024-11-16
G24018,E11666,F,2022-08-28
G24019,E11691,C,2020-08-20
G24020,E14018,A,2024-06-08
G24021,E15715,F,2022-06-04
G24022,E13546,B,2022-02-09
G24023,E13658,D,2024-01-17
G24024,E11448,F,2023-08-25
G24025,E14763,D,2025-02-18
G24026,E11102,A,2021-02-24
G24027,E15746,C,2021-03-12
G24028,E13898,C,2023-04-01
G24029,E13373,D,2021-03-21
G24030,E11072,F,2024-02-04
G24031,E15230,A,2023-04-13
G24032,E11052,C,2021-07-30
G24033,E14467,A,2024-03-29
G24034,E13145,A,2022-09-08
G24035,E11619,F,2021-03-25
G24036,E13073,C,2021-08-12
G24037,E12380,A,2020-07-13
G24038,E11668,D,2024-09-07
G24039,E13750,B,2025-04-30
G24040,E10098,A,2024-11-06
G24041,E12191,F,2024-02-25
G24042,E15678,F,2025-04-10
G24043,E11359,F,2024-01-13
G24044,E12052,A,2024-06-16
G24045,E11754,B,2021-07-31
G24046,E15297,D,2021-05-22
G24047,E11746,F,2023-08-04
G24048,E10511,D,2021-10-18
G24049,E12044,A,2020-10-04
G24050,E11625,F,2025-06-03
G24051,E11392,B,2025-03-02
G24052,E12660,B,2023-01-21
G24053,E13131,B,2022-04-06
G24054,E11889,A,2023-08-29
G24055,E15768,A,2024-04-27
G24056,E14976,B,2022-05-27
G24057,E13443,A,2021-03-27
G24058,E15258,A,2021-01-13
G24059,E14184,B,2024-01-01
G24060,E14684,A,2022-10-10
G24061,E10201,A,2023-04-11
G24062,E10377,C,2022-08-01
G24063,E10152,F,2022-07-19
G24064,E11086,C,2022-01-19
G24065,E14016,F,2024-10-26
G24066,E10511,C,2021-04-05
G24067,E14059,D,2022-01-23
G24068,E12092,F,2021-01-18
G24069,E11026,C,2025-05-28
G24070,E11753,C,2023-02-03
G24071,E10374,B,2022-08-09
G24072,E15744,B,2024-08-15
G24073,E13736,C,2024-06-17
G24074,E11016,C,2020-08-31
G24075,E14616,B,2024-10-03
G24076,E13105,C,2025-02-21
G24077,E14359,B,2024-09-02
G24078,E11525,A,2023-04-08
G24079,E10735,B,2024-01-07
G24080,E11025,B,2024-10-13
G24081,E14996,C,2025-03-22
G24082,E10957,C,2021-07-21
G24083,E11298,B,2023-01-17
G24084,E10781,F,2023-02-15
G24085,E12554,A,2021-06-29
G24086,E14693,F,2021-05-04
G24087,E11891,C,2023-09-11
G24088,E14168,A,2022-06-18
G24089,E14796,F,2021-10-08
G24090,E15075,F,2022-04-11
G24091,E10046,A,2022-08-12
G24092,E11398,D,2021-07-21
G24093,E10953,D,2020-10-18
G24094,E15044,C,2024-02-04
G24095,E13504,C,2024-05-26
G24096,E10474,C,2020-10-09
G24097,E10065,B,2024-06-10
G24098,E13224,A,2022-11-22
G24099,E12697,C,2024-12-24
G24100,E10123,D,2021-09-18
G24101,E14578,A,2022-06-26
G24102,E12861,B,2022-07-22
G24103,E10025,D,2021-09-17
G24104,E14609,B,2022-12-22
G24105,E14852,D,2023-12-23
G24106,E14377,D,2021-10-09
G24107,E12232,A,2025-05-13
G24108,E15562,A,2021-01-16
G24109,E10056,F,2023-05-08
