bookingID,guestID,roomID,checkIn,checkOut,status
B10459,G00628,R0334,2025-05-13,2025-05-13,Checked In
B10460,G01851,R0871,2025-05-04,,Checked Out
B10461,G00488,R0131,2024-10-31,2024-10-31,Cancelled
B10462,G00284,R0444,2023-11-28,2023-11-28,Checked Out
B10463,G01218,R0770,2024-05-10,2024-05-10,Confirmed
B10464,G00064,R0814,2024-09-06,2024-09-06,Checked In
B10465,G01963,R0445,2024-06-03,2024-06-03,Cancelled
B10466,G01259,R0513,2025-03-26,2025-03-26,Confirmed
B10467,G00857,R0602,2025-03-23,2025-03-23,Confirmed
B10468,G01496,R0342,2025-04-13,2025-04-13,Confirmed
B10469,G00650,R0062,2025-05-16,2025-05-16,Checked Out
B10470,G00840,R0511,2023-07-18,2023-07-18,Checked Out
B10471,G00063,R0028,2024-07-10,2024-07-10,Cancelled
B10472,G01327,R0682,2025-01-13,2025-01-13,Cancelled
B10473,G01421,R0203,2024-11-29,2024-11-29,Cancelled
B10474,G01290,R0305,2023-11-21,2023-11-21,Checked In
B10475,G00466,R0065,2024-03-27,2024-03-27,Checked In
B10476,G01454,R0519,2023-09-14,2023-09-14,Checked Out
B10477,G01169,R0900,2024-01-10,2024-01-10,Checked In
B10478,G01242,R0747,2025-04-14,2025-04-14,Confirmed
B10479,G00521,R0346,2023-12-14,2023-12-14,Confirmed
B10480,G00358,R0835,2023-11-09,2023-11-09,Cancelled
B10481,G01824,R0713,2024-11-22,2024-11-22,Confirmed
B10482,G00971,R0171,2024-01-02,,Confirmed
B10483,G00795,R0608,2024-03-31,2024-03-31,Checked Out
B10484,G00170,R0815,2024-04-22,2024-04-22,Checked Out
B10485,G01477,R0892,2024-03-23,,Checked In
B10486,G00100,R0867,2025-04-08,2025-04-08,Cancelled
B10487,G01965,R0655,2024-09-10,2024-09-10,Confirmed
B10488,G01404,R0142,2024-04-14,2024-04-14,Checked Out
B10489,G01517,R0904,2024-10-21,2024-10-21,Checked Out
B10490,G01579,R0252,2023-08-02,2023-08-02,Cancelled
B10491,G00567,R0337,2024-02-19,2024-02-19,Confirmed
B10492,G00561,R0941,2023-06-28,2023-06-28,Checked In
B10493,G00594,R0919,2025-03-25,2025-03-25,Checked In
B10494,G00343,R0719,2024-02-20,2024-02-20,Confirmed
B10495,G01260,R0620,2025-03-27,2025-03-27,Confirmed
B10496,G01866,R0279,2024-03-07,,Confirmed
B10497,G00468,R0396,2025-02-20,2025-02-20,Checked In
B10498,G00714,R0488,2025-03-18,2025-03-18,Checked In
B10499,G01413,R0132,2024-07-15,2024-07-15,Checked Out
B10500,G00737,R0522,2024-08-25,,Cancelled
B10501,G01281,R0396,2024-10-28,,Cancelled
B10502,G00484,R0694,2023-07-19,2023-07-19,Cancelled
B10503,G00057,R0228,2024-01-15,2024-01-15,Cancelled
B10504,G01295,R0232,2024-04-17,2024-04-17,Checked In
B10505,G00475,R0970,2024-06-18,2024-06-18,Confirmed
B10506,G01626,R0241,2024-12-30,2024-12-30,Checked In
B10507,G01308,R0348,2024-02-29,2024-02-29,Cancelled
B10508,G00592,R0222,2025-04-03,,Cancelled
B10509,G00473,R0315,2024-02-22,2024-02-22,Cancelled
B10510,G00001,R0465,2024-04-29,2024-04-29,Cancelled
B10511,G00363,R0417,2024-01-13,2024-01-13,Confirmed
B10512,G01629,R0423,2023-07-07,2023-07-07,Confirmed
B10513,G00667,R0480,2024-05-05,2024-05-05,Cancelled
B10514,G00520,R0914,2024-03-09,2024-03-09,Confirmed
B10515,G00989,R0415,2025-03-09,2025-03-09,Confirmed
B10516,G00412,R0127,2024-10-23,,Cancelled
B10517,G01997,R0623,2023-10-14,2023-10-14,Checked Out
B10518,G01890,R0018,2024-03-24,2024-03-24,Checked In
B10519,G01751,R0533,2023-07-20,2023-07-20,Cancelled
B10520,G01506,R0063,2025-04-21,2025-04-21,Confirmed
B10521,G01386,R0796,2024-10-09,2024-10-09,Checked In
B10522,G01906,R0757,2024-06-12,2024-06-12,Confirmed
B10523,G00944,R0718,2024-02-09,2024-02-09,Checked Out
B10524,G01738,R0444,2025-06-11,2025-06-11,Checked Out
B10525,G00647,R0318,2024-08-12,2024-08-12,Cancelled
B10526,G01320,R0977,2023-07-26,2023-07-26,Cancelled
B10527,G00787,R0457,2024-04-26,,Confirmed
B10528,G00107,R0439,2023-08-20,,Cancelled
B10529,G00149,R0953,2024-04-20,2024-04-20,Checked In
B10530,G01768,R0350,2024-03-30,2024-03-30,Confirmed
B10531,G00200,R0728,2023-12-19,2023-12-19,Checked Out
B10532,G00553,R0410,2023-11-27,2023-11-27,Checked Out
B10533,G00016,R0167,2024-01-09,2024-01-09,Checked In
B10534,G00742,R0130,2025-03-28,2025-03-28,Checked Out
B10535,G01351,R0785,2025-01-12,2025-01-12,Checked In
B10536,G01826,R0035,2024-01-31,2024-01-31,Checked In
B10537,G00571,R0698,2024-12-02,2024-12-02,Checked In
B10538,G01983,R0199,2023-11-24,2023-11-24,Cancelled
B10539,G01185,R0222,2023-10-07,2023-10-07,Checked Out
B10540,G00774,R0311,2023-09-17,2023-09-17,Checked In
B10541,G01098,R0366,2024-05-25,2024-05-25,Cancelled
B10542,G01592,R0033,2025-06-08,2025-06-08,Confirmed
B10543,G00453,R0075,2025-01-10,2025-01-10,Checked In
B10544,G00341,R0745,2024-12-14,2024-12-14,Cancelled
B10545,G01922,R0722,2023-09-01,2023-09-01,Checked Out
B10546,G01865,R0511,2024-10-18,,Checked Out
B10547,G00569,R0070,2024-10-18,2024-10-18,Cancelled
B10548,G01058,R0147,2024-10-23,2024-10-23,Checked Out
B10549,G01946,R0510,2024-11-22,,Confirmed
B10550,G01903,R0617,2023-07-31,,Confirmed
B10551,G00406,R0331,2024-04-06,2024-04-06,Cancelled
B10552,G01795,R0717,2023-12-27,2023-12-27,Checked In
B10553,G00753,R0131,2023-11-26,,Cancelled
B10554,G00709,R0748,2025-03-24,,Checked Out
B10555,G01442,R0774,2024-01-14,2024-01-14,Cancelled
B10556,G01327,R0844,2024-01-07,2024-01-07,Confirmed
B10557,G01437,R0457,2025-03-14,2025-03-14,Cancelled
B10558,G00626,R0490,2023-07-31,2023-07-31,Confirmed
B10559,G01025,R0314,2024-06-15,2024-06-15,Checked Out
B10560,G01193,R0448,2023-08-15,,Checked In
B10561,G00684,R0548,2023-12-06,,Checked Out
B10562,G01301,R0324,2023-06-29,2023-06-29,Cancelled
B10563,G00050,R0762,2024-01-27,2024-01-27,Checked In
B10564,G00860,R0635,2024-06-29,,Checked In
B10565,G01228,R0033,2024-08-16,2024-08-16,Cancelled
B10566,G01218,R0465,2024-06-04,,Checked In
B10567,G00827,R0598,2023-08-03,,Cancelled
B10568,G00271,R0452,2025-02-26,2025-02-26,Confirmed
B10569,G00214,R0114,2023-07-10,2023-07-10,Checked In
B10570,G00337,R0602,2024-07-28,2024-07-28,Cancelled
B10571,G00238,R0710,2024-08-13,,Checked In
B10572,G01045,R0751,2025-04-04,2025-04-04,Checked Out
B10573,G00858,R0751,2024-08-07,2024-08-07,Confirmed
B10574,G00685,R0427,2023-09-08,2023-09-08,Checked Out
B10575,G00551,R0178,2023-07-06,2023-07-06,Confirmed
B10576,G01404,R0044,2025-05-30,2025-05-30,Cancelled
B10577,G00774,R0485,2023-09-18,2023-09-18,Confirmed
B10578,G00444,R0592,2024-01-13,2024-01-13,Checked Out
B10579,G01399,R0213,2025-06-07,2025-06-07,Confirmed
B10580,G01928,R0604,2024-08-09,2024-08-09,Confirmed
B10581,G01549,R0419,2025-05-29,2025-05-29,Checked Out
B10582,G00133,R0201,2023-08-26,,Checked Out
B10583,G00932,R0305,2023-12-14,2023-12-14,Checked Out
B10584,G00548,R0477,2024-08-11,2024-08-11,Confirmed
B10585,G01813,R0036,2025-02-17,,Checked In
B10586,G01408,R0173,2024-03-26,2024-03-26,Confirmed
B10587,G01551,R0433,2024-02-19,2024-02-19,Cancelled
B10588,G01779,R0504,2024-08-23,2024-08-23,Checked Out
B10589,G01058,R0087,2023-11-23,2023-11-23,Checked In
B10590,G01391,R0876,2023-07-31,2023-07-31,Cancelled
B10591,G00459,R0894,2024-02-16,,Confirmed
B10592,G00156,R0668,2024-08-08,,Cancelled
B10593,G01124,R0253,2025-03-05,,Confirmed
B10594,G00497,R0445,2024-09-28,2024-09-28,Confirmed
B10595,G00436,R0637,2025-06-13,2025-06-13,Checked In
B10596,G01608,R0358,2024-08-31,,Checked Out
B10597,G01264,R0510,2024-02-13,2024-02-13,Confirmed
B10598,G00584,R0522,2024-07-10,2024-07-10,Confirmed
B10599,G01935,R0536,2024-08-30,,Cancelled
B10600,G01956,R0381,2023-08-23,2023-08-23,Checked Out
B10601,G01789,R0688,2024-10-24,2024-10-24,Checked Out
B10602,G01943,R0005,2025-01-21,2025-01-21,Checked Out
B10603,G01319,R0064,2023-07-29,,Cancelled
B10604,G01586,R0812,2024-06-03,,Confirmed
B10605,G01412,R0630,2024-10-04,,Checked Out
B10606,G01399,R0932,2025-05-22,2025-05-22,Confirmed
B10607,G00120,R0545,2023-07-06,2023-07-06,Checked In
B10608,G00553,R0154,2024-03-17,,Checked Out
B10609,G01928,R0803,2024-03-12,,Checked Out
B10610,G01603,R0417,2024-07-30,2024-07-30,Confirmed
B10611,G01517,R0492,2024-03-02,2024-03-02,Cancelled
B10612,G01647,R0470,2025-03-18,,Cancelled
B10613,G01688,R0970,2023-06-22,2023-06-22,Checked In
B10614,G00935,R0093,2025-01-09,2025-01-09,Checked Out
B10615,G01671,R0242,2025-02-16,2025-02-16,Confirmed
B10616,G00614,R0406,2024-03-02,2024-03-02,Checked Out
B10617,G00408,R0117,2023-12-08,2023-12-08,Checked In
B10618,G00148,R0086,2025-04-17,2025-04-17,Confirmed
B10619,G01960,R0583,2024-03-03,,Confirmed
B10620,G01082,R0599,2023-08-02,2023-08-02,Checked In
B10621,G00946,R0243,2024-11-30,2024-11-30,Checked Out
B10622,G00902,R0806,2024-03-19,,Cancelled
B10623,G01435,R0260,2024-04-09,,Checked Out
B10624,G00781,R0797,2023-10-04,2023-10-04,Confirmed
B10625,G01200,R0186,2023-11-08,2023-11-08,Cancelled
B10626,G01750,R0668,2023-10-10,2023-10-10,Confirmed
B10627,G00010,R0547,2024-08-22,,Checked Out
B10628,G00158,R0075,2025-03-10,2025-03-10,Checked In
B10629,G00426,R0346,2023-11-27,2023-11-27,Checked In
B10630,G00268,R0140,2024-09-13,2024-09-13,Confirmed
B10631,G00995,R0542,2025-01-18,2025-01-18,Confirmed
B10632,G01316,R0110,2024-12-29,2024-12-29,Checked In
B10633,G00668,R0590,2024-10-26,2024-10-26,Checked Out
B10634,G00919,R0334,2023-08-29,2023-08-29,Checked In
B10635,G01557,R0324,2024-07-10,2024-07-10,Checked In
B10636,G01459,R0815,2024-03-02,2024-03-02,Confirmed
B10637,G01560,R0210,2023-08-26,2023-08-26,Checked In
B10638,G01724,R0207,2025-05-29,,Cancelled
B10639,G01498,R0731,2023-11-09,2023-11-09,Checked Out
B10640,G00910,R0516,2024-10-21,2024-10-21,Checked Out
B10641,G00252,R0049,2024-01-07,2024-01-07,Cancelled
B10642,G01430,R0327,2024-04-25,2024-04-25,Checked In
B10643,G00392,R0788,2024-12-30,2024-12-30,Checked In
B10644,G00876,R0461,2024-04-07,,Checked In
B10645,G00619,R0472,2024-04-27,,Checked Out
B10646,G01148,R0481,2025-02-28,2025-02-28,Confirmed
B10647,G00529,R0908,2023-06-30,2023-06-30,Cancelled
B10648,G01528,R0120,2025-02-09,,Cancelled
B10649,G00669,R0861,2025-01-10,2025-01-10,Cancelled
B10650,G00305,R0034,2024-05-16,2024-05-16,Checked Out
B10651,G00450,R0326,2024-04-22,2024-04-22,Checked In
B10652,G00199,R0740,2024-05-31,2024-05-31,Checked Out
B10653,G00997,R0100,2023-10-05,2023-10-05,Cancelled
B10654,G01404,R0725,2024-05-27,2024-05-27,Checked In
B10655,G00968,R0713,2025-01-20,2025-01-20,Cancelled
B10656,G00361,R0095,2023-12-27,2023-12-27,Confirmed
B10657,G01488,R0694,2025-02-14,2025-02-14,Confirmed
B10658,G00860,R0981,2024-08-16,2024-08-16,Cancelled
B10659,G01728,R0650,2024-04-08,,Cancelled
B10660,G01148,R0635,2024-02-06,2024-02-06,Checked Out
B10661,G01474,R0618,2024-08-26,2024-08-26,Confirmed
B10662,G00278,R0004,2024-09-20,2024-09-20,Confirmed
B10663,G01888,R0046,2024-10-02,2024-10-02,Checked Out
B10664,G01369,R0060,2023-12-19,,Cancelled
B10665,G01245,R0023,2024-08-18,2024-08-18,Checked Out
B10666,G01761,R0656,2025-06-13,,Confirmed
B10667,G00155,R0985,2024-01-18,2024-01-18,Checked Out
B10668,G01969,R0923,2024-01-27,2024-01-27,Confirmed
B10669,G01116,R0459,2024-12-20,,Checked In
B10670,G00604,R0625,2025-01-07,2025-01-07,Checked In
B10671,G00560,R0678,2025-01-10,2025-01-10,Checked In
B10672,G00403,R0303,2024-02-04,2024-02-04,Checked In
B10673,G01642,R0586,2023-09-22,2023-09-22,Checked In
B10674,G01709,R0349,2023-07-10,2023-07-10,Confirmed
B10675,G01565,R0842,2023-07-05,2023-07-05,Confirmed
B10676,G00820,R0646,2024-10-27,2024-10-27,Checked In
B10677,G00977,R0213,2023-09-21,,Checked Out
B10678,G00654,R0343,2024-04-28,2024-04-28,Cancelled
B10679,G00756,R0852,2024-10-12,2024-10-12,Checked Out
B10680,G00237,R0898,2023-11-07,2023-11-07,Cancelled
B10681,G01866,R0316,2024-04-22,2024-04-22,Confirmed
B10682,G00183,R0118,2024-06-28,,Cancelled
B10683,G00717,R0384,2023-12-30,,Checked Out
B10684,G00887,R0452,2024-04-25,2024-04-25,Checked Out
B10685,G00655,R0464,2023-11-13,2023-11-13,Confirmed
B10686,G00645,R0550,2024-02-02,2024-02-02,Checked Out
B10687,G00043,R0327,2024-10-26,2024-10-26,Checked Out
B10688,G01179,R0174,2023-07-05,2023-07-05,Cancelled
B10689,G00895,R0127,2024-09-13,2024-09-13,Cancelled
B10690,G01017,R0935,2024-02-01,,Checked In
B10691,G00623,R0933,2024-11-23,,Checked In
B10692,G00816,R0968,2024-07-28,,Checked In
B10693,G00668,R0236,2023-09-25,2023-09-25,Checked In
B10694,G00543,R0435,2023-10-02,2023-10-02,Checked In
B10695,G01486,R0103,2023-09-07,2023-09-07,Checked Out
B10696,G00089,R0729,2024-12-21,,Cancelled
B10697,G00085,R0230,2023-08-18,2023-08-18,Confirmed
B10698,G01215,R0266,2025-04-27,2025-04-27,Cancelled
B10699,G01486,R0250,2025-05-01,2025-05-01,Confirmed
B10700,G00433,R0483,2023-08-27,,Cancelled
B10701,G01976,R0777,2024-02-24,2024-02-24,Confirmed
B10702,G01879,R0805,2023-08-23,2023-08-23,Cancelled
B10703,G00649,R0404,2023-11-26,2023-11-26,Checked In
B10704,G00261,R0264,2024-06-21,2024-06-21,Confirmed
B10705,G01295,R0012,2023-11-30,,Checked Out
B10706,G01327,R0345,2024-04-10,2024-04-10,Checked Out
B10707,G00639,R0281,2024-08-12,2024-08-12,Checked In
B10708,G01261,R0157,2023-07-10,2023-07-10,Checked Out
B10709,G00748,R0948,2023-11-24,,Cancelled
B10710,G00856,R0752,2025-05-23,,Cancelled
B10711,G01428,R0112,2024-08-06,2024-08-06,Confirmed
B10712,G00285,R0013,2024-09-19,2024-09-19,Checked Out
B10713,G00624,R0117,2025-04-29,2025-04-29,Confirmed
B10714,G01898,R0104,2023-10-03,2023-10-03,Checked In
B10715,G01119,R0209,2024-01-16,2024-01-16,Checked In
B10716,G00272,R0896,2024-05-17,,Cancelled
B10717,G01537,R0313,2024-11-12,2024-11-12,Checked Out
B10718,G00207,R0291,2024-06-14,2024-06-14,Checked Out
B10719,G01967,R0744,2024-01-11,,Confirmed
B10720,G01757,R0500,2024-02-09,2024-02-09,Checked In
B10721,G01805,R0105,2024-10-30,2024-10-30,Checked Out
B10722,G01129,R0932,2024-03-13,2024-03-13,Checked In
B10723,G01166,R0117,2025-01-23,2025-01-23,Checked In
B10724,G00887,R0878,2025-01-22,2025-01-22,Checked In
B10725,G01115,R0779,2024-03-20,2024-03-20,Checked Out
B10726,G01543,R0763,2024-01-07,2024-01-07,Checked Out
B10727,G00721,R0685,2023-07-18,2023-07-18,Confirmed
B10728,G01523,R0459,2023-10-08,2023-10-08,Cancelled
B10729,G00837,R0498,2023-12-02,2023-12-02,Confirmed
B10730,G01352,R0184,2024-01-20,2024-01-20,Cancelled
B10731,G00710,R0302,2025-04-23,2025-04-23,Checked In
B10732,G00519,R0572,2023-11-09,2023-11-09,Checked Out
B10733,G00158,R0944,2025-02-23,2025-02-23,Cancelled
B10734,G01156,R0287,2023-07-25,,Checked In
B10735,G01187,R0059,2024-05-07,2024-05-07,Confirmed
B10736,G00333,R0320,2025-01-02,2025-01-02,Checked In
B10737,G00297,R0335,2024-05-05,2024-05-05,Checked In
B10738,G01222,R0243,2023-11-25,2023-11-25,Checked In
B10739,G00985,R0660,2023-09-02,2023-09-02,Confirmed
B10740,G00774,R0955,2023-12-06,2023-12-06,Checked In
B10741,G00527,R0801,2024-07-07,2024-07-07,Checked In
B10742,G01045,R0927,2025-01-08,2025-01-08,Confirmed
B10743,G00152,R0290,2024-12-14,2024-12-14,Checked In
B10744,G00060,R0530,2024-08-30,2024-08-30,Confirmed
B10745,G01964,R0597,2024-10-23,2024-10-23,Cancelled
B10746,G01359,R0892,2024-04-05,2024-04-05,Checked In
B10747,G00119,R0579,2023-11-28,,Checked In
B10748,G00662,R0591,2024-05-27,2024-05-27,Cancelled
B10749,G00407,R0664,2024-12-19,2024-12-19,Checked Out
B10750,G00441,R0591,2023-06-22,2023-06-22,Checked Out
B10751,G00363,R0575,2024-11-03,2024-11-03,Cancelled
B10752,G01620,R0527,2024-03-04,2024-03-04,Checked In
B10753,G01217,R0007,2023-07-22,2023-07-22,Cancelled
B10754,G01832,R0695,2025-01-12,2025-01-12,Checked In
B10755,G01122,R0635,2023-10-13,2023-10-13,Confirmed
B10756,G01552,R0517,2024-06-19,2024-06-19,Checked In
B10757,G00022,R0752,2023-11-12,,Cancelled
B10758,G00865,R0434,2025-06-09,,Cancelled
B10759,G00061,R0576,2023-08-20,2023-08-20,Confirmed
B10760,G00904,R0081,2023-09-03,2023-09-03,Cancelled
B10761,G00333,R0546,2024-11-26,2024-11-26,Confirmed
B10762,G00411,R0259,2023-07-04,2023-07-04,Confirmed
B10763,G00399,R0320,2024-09-17,2024-09-17,Cancelled
B10764,G01286,R0544,2024-01-10,,Cancelled
B10765,G00999,R0683,2023-09-29,2023-09-29,Confirmed
B10766,G01554,R0183,2023-09-12,2023-09-12,Confirmed
B10767,G01927,R0146,2025-02-10,,Checked Out
B10768,G01051,R0916,2024-05-14,2024-05-14,Cancelled
B10769,G00955,R0385,2024-12-24,2024-12-24,Checked Out
B10770,G01685,R0062,2025-04-17,,Checked In
B10771,G01746,R0399,2025-04-23,,Confirmed
B10772,G01983,R0984,2024-03-24,2024-03-24,Checked In
B10773,G01909,R0040,2024-04-09,2024-04-09,Confirmed
B10774,G01259,R0862,2024-12-08,2024-12-08,Checked Out
B10775,G01545,R0390,2023-06-29,2023-06-29,Checked Out
B10776,G00948,R0652,2024-07-05,,Cancelled
B10777,G01443,R0437,2023-11-03,,Checked Out
B10778,G01446,R0897,2024-06-15,2024-06-15,Checked Out
B10779,G01390,R0322,2024-01-07,2024-01-07,Confirmed
B10780,G00967,R0525,2025-04-05,2025-04-05,Checked In
B10781,G01572,R0983,2024-04-06,2024-04-06,Checked In
B10782,G00868,R0982,2025-05-03,2025-05-03,Confirmed
B10783,G00364,R0829,2024-01-06,2024-01-06,Checked Out
B10784,G01315,R0400,2024-12-17,2024-12-17,Cancelled
B10785,G01338,R0838,2025-04-15,,Confirmed
B10786,G00743,R0249,2025-03-03,,Cancelled
B10787,G01307,R0653,2024-04-03,,Cancelled
B10788,G00225,R0611,2024-05-27,,Checked In
B10789,G00573,R0620,2023-09-16,2023-09-16,Checked In
B10790,G01558,R0448,2024-10-10,2024-10-10,Confirmed
B10791,G01437,R0485,2024-05-29,2024-05-29,Confirmed
B10792,G00232,R0311,2024-03-11,2024-03-11,Checked In
B10793,G00748,R0910,2025-02-14,,Cancelled
B10794,G01829,R0695,2024-01-08,2024-01-08,Checked In
B10795,G01278,R0690,2024-07-22,2024-07-22,Cancelled
B10796,G02000,R0019,2024-03-22,2024-03-22,Checked Out
B10797,G00336,R0340,2025-02-25,2025-02-25,Confirmed
B10798,G01018,R0077,2025-02-13,2025-02-13,Checked Out
B10799,G01021,R0602,2025-02-28,2025-02-28,Confirmed
B10800,G00405,R0394,2023-11-17,2023-11-17,Checked In
B10801,G00999,R0801,2024-05-26,2024-05-26,Checked In
B10802,G00873,R0994,2024-03-17,2024-03-17,Cancelled
B10803,G00885,R0913,2025-01-31,2025-01-31,Checked In
B10804,G00960,R0056,2024-09-15,2024-09-15,Confirmed
B10805,G00998,R0203,2025-01-03,2025-01-03,Confirmed
B10806,G01156,R0056,2024-06-22,2024-06-22,Cancelled
B10807,G00850,R0059,2024-02-08,2024-02-08,Cancelled
B10808,G01301,R0529,2023-12-09,2023-12-09,Checked Out
B10809,G00163,R0208,2023-08-02,2023-08-02,Confirmed
B10810,G01519,R0830,2025-06-13,2025-06-13,Confirmed
B10811,G00631,R0557,2024-09-11,2024-09-11,Checked In
B10812,G00442,R0224,2023-10-30,2023-10-30,Confirmed
B10813,G00755,R0499,2024-03-05,2024-03-05,Checked In
B10814,G01049,R0174,2024-03-30,2024-03-30,Checked In
B10815,G01724,R0428,2024-06-24,2024-06-24,Checked Out
B10816,G01313,R0565,2023-12-27,2023-12-27,Cancelled
B10817,G00489,R0828,2025-04-05,2025-04-05,Checked Out
B10818,G01452,R0898,2023-07-21,2023-07-21,Confirmed
B10819,G00380,R0877,2024-08-06,2024-08-06,Cancelled
B10820,G01759,R0178,2025-02-08,,Checked Out
B10821,G00436,R0797,2023-12-14,2023-12-14,Checked Out
B10822,G01432,R0132,2024-09-18,2024-09-18,Checked In
B10823,G01703,R0260,2025-04-09,,Checked In
B10824,G00498,R0912,2025-02-17,2025-02-17,Checked Out
B10825,G01384,R0675,2024-11-25,2024-11-25,Confirmed
B10826,G01728,R0197,2025-05-08,2025-05-08,Confirmed
B10827,G01793,R0812,2024-08-13,2024-08-13,Checked In
B10828,G00394,R0915,2024-03-24,2024-03-24,Checked Out
B10829,G00504,R0282,2024-08-04,,Checked Out
B10830,G00540,R0068,2024-03-29,2024-03-29,Confirmed
B10831,G00395,R0153,2025-03-24,,Checked In
B10832,G01112,R0289,2024-12-28,2024-12-28,Checked In
B10833,G01293,R0530,2024-05-23,2024-05-23,Checked In
B10834,G01164,R0887,2023-06-22,2023-06-22,Checked Out
B10835,G00989,R0016,2023-10-24,2023-10-24,Checked In
B10836,G00791,R0855,2024-10-18,2024-10-18,Checked Out
B10837,G01982,R0019,2024-05-11,,Checked In
B10838,G01551,R0957,2025-04-06,2025-04-06,Checked Out
B10839,G01468,R0143,2025-04-20,2025-04-20,Checked Out
B10840,G00507,R0019,2023-10-02,2023-10-02,Confirmed
B10841,G01763,R0938,2024-11-02,2024-11-02,Confirmed
B10842,G01357,R0597,2024-03-22,2024-03-22,Checked In
B10843,G00679,R0686,2024-04-30,2024-04-30,Checked Out
B10844,G00412,R0581,2023-11-04,2023-11-04,Checked In
B10845,G01409,R0514,2024-09-16,2024-09-16,Confirmed
B10846,G00228,R0766,2024-04-25,2024-04-25,Cancelled
B10847,G01655,R0572,2024-07-24,2024-07-24,Cancelled
B10848,G01477,R0809,2025-05-10,,Checked In
B10849,G00690,R0314,2025-03-01,2025-03-01,Confirmed
B10850,G01454,R0949,2024-03-19,2024-03-19,Checked Out
B10851,G00306,R0676,2025-04-22,2025-04-22,Confirmed
B10852,G00302,R0932,2023-12-31,2023-12-31,Checked Out
B10853,G01460,R0628,2024-10-28,,Checked In
B10854,G01032,R0499,2024-10-24,2024-10-24,Checked Out
B10855,G01919,R0646,2023-12-06,2023-12-06,Checked Out
B10856,G00747,R0715,2024-09-27,2024-09-27,Checked Out
B10857,G00062,R0316,2023-08-09,2023-08-09,Confirmed
B10858,G01912,R0595,2023-10-24,2023-10-24,Checked Out
B10859,G00162,R0257,2023-12-31,2023-12-31,Confirmed
B10860,G01420,R0361,2025-02-26,2025-02-26,Confirmed
B10861,G01357,R0159,2024-09-11,2024-09-11,Checked In
B10862,G01402,R0785,2024-05-31,2024-05-31,Checked Out
B10863,G00870,R0442,2024-11-17,2024-11-17,Confirmed
B10864,G00808,R0974,2024-09-06,2024-09-06,Checked Out
B10865,G00475,R0326,2025-05-04,2025-05-04,Cancelled
B10866,G00365,R0191,2023-06-23,2023-06-23,Checked In
B10867,G00030,R0917,2023-12-17,2023-12-17,Confirmed
B10868,G01843,R0229,2025-03-15,2025-03-15,Checked Out
B10869,G01329,R0416,2025-04-18,,Confirmed
B10870,G00424,R0403,2023-06-30,2023-06-30,Checked In
B10871,G00686,R0792,2024-07-17,2024-07-17,Confirmed
B10872,G00407,R0608,2024-04-01,2024-04-01,Confirmed
B10873,G01391,R0702,2023-12-18,2023-12-18,Cancelled
B10874,G00107,R0560,2024-12-24,2024-12-24,Cancelled
B10875,G01633,R0381,2023-11-11,,Confirmed
B10876,G01226,R0385,2025-01-01,2025-01-01,Confirmed
B10877,G00208,R0489,2024-10-17,2024-10-17,Checked Out
B10878,G00147,R0276,2024-01-20,2024-01-20,Checked Out
B10879,G01189,R0319,2023-06-21,2023-06-21,Confirmed
B10880,G00840,R0099,2024-02-02,2024-02-02,Checked Out
B10881,G01063,R0784,2024-10-01,2024-10-01,Cancelled
B10882,G00413,R0413,2024-06-18,2024-06-18,Confirmed
B10883,G01374,R0986,2024-05-26,2024-05-26,Cancelled
B10884,G00144,R0094,2023-11-17,2023-11-17,Cancelled
B10885,G01720,R0178,2024-09-28,2024-09-28,Checked In
B10886,G01242,R0947,2024-01-07,2024-01-07,Cancelled
B10887,G00714,R0543,2023-10-17,2023-10-17,Checked In
B10888,G00981,R0669,2025-02-24,2025-02-24,Checked In
