serviceID,bookingID,serviceType,amount,date
S22563,B13897,Restaurant,382,2023-09-26
S22564,B11705,Restaurant,336,2024-12-27
S22565,B12663,Room Service,458,2024-08-02
S22566,B10174,Restaurant,430,2024-05-08
S22567,B12300,Transport,236,2024-07-29
S22568,B13464,Laundry,448,2024-10-30
S22569,B13287,Laundry,497,2025-03-25
S22570,B11472,Spa,283,2023-07-17
S22571,B11558,Restaurant,291,2023-07-09
S22572,B11333,Room Service,453,2024-10-29
S22573,B11325,Transport,181,2024-05-26
S22574,B10074,Spa,119,2023-08-21
S22575,B11547,Transport,334,2024-04-05
S22576,B13232,Transport,10,2024-09-11
S22577,B10852,Spa,175,2025-01-06
S22578,B10384,Spa,34,2023-11-15
S22579,B11779,Restaurant,405,2024-11-20
S22580,B13643,Spa,86,2024-07-13
S22581,B12375,Spa,132,2023-10-18
S22582,B13554,Transport,82,2024-12-06
S22583,B10985,Spa,156,2025-03-17
S22584,B13104,Restaurant,364,2024-11-25
S22585,B12017,Spa,92,2025-05-03
S22586,B10644,Room Service,100,2023-11-27
S22587,B12639,Spa,89,2025-02-11
S22588,B12848,Laundry,137,2025-04-01
S22589,B11407,Spa,301,2023-12-03
S22590,B13652,Laundry,256,2025-04-21
S22591,B10135,Restaurant,235,2024-07-29
S22592,B10581,Spa,366,2025-03-30
S22593,B12247,Room Service,259,2024-07-08
S22594,B12189,Restaurant,237,2024-04-26
S22595,B13463,Room Service,47,2025-05-03
S22596,B12689,Transport,186,2024-06-13
S22597,B11828,Transport,362,2024-06-06
S22598,B12271,Restaurant,184,2025-06-13
S22599,B13141,Spa,288,2023-08-27
S22600,B13604,Restaurant,185,2024-08-31
S22601,B12520,Spa,254,2023-06-23
S22602,B12752,Transport,431,2024-10-09
S22603,B11385,Restaurant,41,2024-02-28
S22604,B13547,Transport,465,2024-08-24
S22605,B11877,Spa,23,2023-12-30
S22606,B12600,Laundry,491,2024-01-04
S22607,B12687,Laundry,201,2024-04-13
S22608,B12809,Restaurant,156,2023-12-14
S22609,B12475,Spa,238,2023-09-15
S22610,B12714,Room Service,108,2025-01-14
S22611,B10385,Laundry,426,2025-04-30
S22612,B11129,Laundry,403,2024-04-05
S22613,B13527,Laundry,233,2024-10-10
S22614,B11198,Spa,216,2025-02-28
S22615,B12299,Laundry,339,2024-05-06
S22616,B13856,Laundry,373,2025-04-11
S22617,B11798,Spa,209,2024-03-23
S22618,B13291,Laundry,455,2023-06-27
S22619,B11787,Restaurant,447,2024-07-13
S22620,B11380,Spa,404,2024-07-20
S22621,B10793,Laundry,430,2023-07-04
S22622,B10264,Laundry,93,2025-02-11
S22623,B12221,Laundry,359,2023-09-22
S22624,B12222,Transport,29,2025-03-25
S22625,B10240,Restaurant,170,2024-08-29
S22626,B12014,Spa,132,2024-08-30
S22627,B10831,Spa,465,2025-05-25
S22628,B12354,Restaurant,494,2023-12-07
S22629,B11120,Spa,149,2024-07-27
S22630,B10676,Transport,94,2024-06-05
S22631,B13131,Transport,130,2025-01-13
S22632,B10370,Laundry,97,2024-01-10
S22633,B10855,Spa,371,2023-06-28
S22634,B12086,Transport,44,2025-02-28
S22635,B12692,Laundry,265,2025-06-17
S22636,B11510,Room Service,49,2025-06-07
S22637,B10806,Transport,61,2023-09-04
S22638,B13081,Laundry,434,2025-02-01
S22639,B11577,Room Service,367,2025-01-08
S22640,B10851,Room Service,303,2025-02-22
S22641,B13562,Spa,193,2024-11-20
S22642,B10232,Restaurant,253,2025-02-13
S22643,B13093,Laundry,262,2025-02-24
S22644,B13967,Restaurant,209,2023-07-24
S22645,B13730,Spa,191,2024-07-26
S22646,B10515,Spa,447,2023-06-21
S22647,B10870,Room Service,253,2023-11-07
S22648,B12814,Room Service,281,2025-03-26
S22649,B13283,Laundry,478,2023-11-28
S22650,B13353,Restaurant,219,2024-04-16
S22651,B13100,Transport,340,2023-12-12
S22652,B11462,Spa,204,2024-08-16
S22653,B12638,Laundry,334,2023-11-18
S22654,B13032,Restaurant,161,2024-06-20
S22655,B10697,Restaurant,162,2024-10-08
S22656,B11087,Room Service,67,2025-01-06
S22657,B12653,Restaurant,119,2025-01-10
S22658,B11047,Restaurant,52,2024-06-27
S22659,B10474,Laundry,62,2024-08-19
S22660,B13890,Transport,106,2024-05-15
S22661,B11638,Laundry,281,2023-07-24
S22662,B12546,Transport,97,2024-06-17
S22663,B10151,Restaurant,274,2025-04-09
S22664,B10234,Restaurant,296,2024-01-05
S22665,B11407,Laundry,203,2023-07-25
S22666,B12447,Transport,112,2024-06-21
S22667,B12073,Spa,92,2025-01-01
S22668,B13612,Restaurant,70,2025-04-04
S22669,B12077,Room Service,454,2025-01-01
S22670,B10216,Transport,408,2024-02-08
S22671,B12816,Restaurant,210,2025-04-23
S22672,B10048,Restaurant,479,2023-12-25
S22673,B13173,Spa,500,2024-11-11
S22674,B10965,Transport,208,2023-09-05
S22675,B13685,Laundry,490,2023-11-12
S22676,B11373,Transport,335,2023-08-16
S22677,B11295,Restaurant,33,2023-06-27
S22678,B11118,Transport,17,2023-07-02
S22679,B13941,Transport,318,2024-10-11
S22680,B10821,Spa,124,2024-12-24
S22681,B12991,Room Service,282,2024-11-14
S22682,B10929,Laundry,45,2024-09-24
S22683,B10977,Transport,434,2025-04-10
S22684,B12747,Room Service,475,2024-12-03
S22685,B13611,Transport,388,2023-08-09
S22686,B13503,Restaurant,62,2024-03-14
S22687,B10943,Spa,314,2024-12-05
S22688,B10805,Transport,338,2024-02-24
S22689,B13328,Transport,95,2025-02-23
S22690,B12435,Spa,80,2023-11-05
S22691,B10412,Room Service,77,2025-04-10
S22692,B11442,Laundry,103,2023-07-04
S22693,B11633,Restaurant,75,2024-08-08
S22694,B12750,Spa,356,2023-09-26
S22695,B11774,Laundry,395,2023-09-05
S22696,B12298,Laundry,336,2023-08-13
S22697,B12832,Laundry,363,2024-11-11
S22698,B13787,Transport,312,2024-05-26
S22699,B13464,Transport,116,2024-04-03
S22700,B10735,Transport,428,2023-11-30
S22701,B11729,Transport,459,2024-10-03
S22702,B11620,Spa,475,2025-05-23
S22703,B11266,Room Service,484,2025-01-20
S22704,B10750,Spa,166,2024-12-04
S22705,B11943,Room Service,389,2024-02-12
S22706,B12283,Spa,138,2024-10-08
S22707,B10673,Transport,347,2024-12-27
S22708,B12033,Restaurant,50,2024-10-14
S22709,B13606,Laundry,277,2024-06-13
S22710,B10643,Transport,435,2023-09-01
S22711,B12111,Laundry,13,2023-12-23
S22712,B12126,Laundry,114,2023-09-27
S22713,B11923,Room Service,433,2024-01-01
S22714,B10115,Restaurant,448,2025-02-21
S22715,B10148,Spa,324,2023-09-11
S22716,B10963,Spa,207,2024-07-25
S22717,B12161,Room Service,437,2024-06-17
S22718,B10023,Room Service,287,2024-10-18
S22719,B13378,Spa,303,2023-12-15
S22720,B12196,Restaurant,258,2025-01-13
S22721,B11345,Spa,352,2023-12-19
S22722,B11341,Spa,310,2023-09-29
S22723,B11744,Laundry,267,2025-03-25
S22724,B11677,Room Service,157,2024-08-29
S22725,B10816,Transport,393,2023-08-07
S22726,B11955,Spa,206,2025-02-09
S22727,B12367,Transport,133,2025-04-13
S22728,B11811,Restaurant,337,2024-07-03
S22729,B12193,Restaurant,404,2025-01-01
S22730,B11127,Spa,198,2023-08-18
S22731,B13247,Room Service,119,2024-07-13
S22732,B12956,Spa,134,2023-07-26
S22733,B12148,Laundry,177,2024-09-25
S22734,B11762,Room Service,236,2023-08-14
S22735,B11633,Restaurant,306,2025-04-04
S22736,B13837,Transport,357,2025-04-08
S22737,B12347,Restaurant,406,2023-08-27
S22738,B11041,Room Service,329,2024-05-10
S22739,B13505,Spa,246,2023-09-15
S22740,B13751,Transport,264,2025-03-09
S22741,B10971,Transport,449,2025-02-10
S22742,B10250,Spa,373,2024-04-01
S22743,B12381,Room Service,92,2023-08-31
S22744,B10092,Restaurant,307,2024-07-07
S22745,B10471,Spa,456,2024-12-02
S22746,B10750,Transport,500,2024-09-17
S22747,B12798,Spa,153,2024-12-29
S22748,B12722,Room Service,456,2024-07-02
S22749,B11400,Room Service,25,2024-09-03
S22750,B10750,Transport,492,2023-06-19
S22751,B12273,Transport,376,2024-10-21
S22752,B11087,Room Service,222,2024-12-23
S22753,B13763,Transport,495,2024-02-19
S22754,B12957,Spa,450,2024-12-08
S22755,B10107,Transport,224,2024-10-29
S22756,B12028,Room Service,257,2023-09-26
S22757,B10403,Restaurant,194,2024-02-15
S22758,B10353,Restaurant,63,2023-09-24
S22759,B10161,Room Service,462,2025-06-07
S22760,B13439,Transport,293,2024-06-22
S22761,B13463,Spa,18,2025-03-10
S22762,B10835,Transport,303,2024-02-03
S22763,B11626,Transport,292,2024-08-28
S22764,B12547,Spa,79,2025-04-25
S22765,B12971,Room Service,336,2025-05-31
S22766,B11053,Laundry,20,2023-11-04
S22767,B12284,Room Service,390,2024-10-28
S22768,B10090,Spa,426,2025-01-29
S22769,B11283,Room Service,281,2024-02-13
S22770,B10230,Spa,241,2024-08-03
S22771,B11013,Restaurant,244,2024-09-11
S22772,B13824,Room Service,390,2024-01-03
S22773,B10376,Restaurant,56,2024-03-05
S22774,B10526,Transport,189,2024-12-23
S22775,B10561,Restaurant,278,2023-10-30
S22776,B12919,Restaurant,414,2025-01-09
S22777,B12949,Laundry,285,2024-07-16
S22778,B11786,Laundry,482,2024-06-24
S22779,B12663,Transport,51,2024-01-28
S22780,B10857,Laundry,13,2025-04-26
S22781,B13571,Laundry,50,2023-07-23
S22782,B11389,Laundry,258,2024-06-12
S22783,B10696,Room Service,418,2024-02-17
S22784,B11839,Spa,168,2024-12-23
S22785,B12522,Restaurant,401,2024-06-26
S22786,B12259,Restaurant,112,2024-06-16
S22787,B13533,Laundry,334,2024-07-24
S22788,B10958,Room Service,467,2024-01-19
S22789,B13919,Laundry,196,2025-04-15
S22790,B11041,Spa,458,2024-12-30
S22791,B10437,Spa,492,2024-09-21
S22792,B11347,Room Service,176,2023-10-19
S22793,B12543,Transport,12,2024-09-19
S22794,B11199,Room Service,265,2023-07-16
S22795,B13784,Restaurant,481,2024-05-24
S22796,B12222,Spa,36,2023-07-30
S22797,B12930,Spa,324,2024-07-14
S22798,B11930,Restaurant,156,2024-05-11
S22799,B13881,Transport,469,2024-07-14
S22800,B12363,Room Service,121,2023-08-29
S22801,B13020,Room Service,250,2024-06-23
S22802,B11892,Transport,491,2024-08-08
S22803,B12995,Laundry,49,2025-01-22
S22804,B10795,Transport,223,2025-01-12
S22805,B11780,Laundry,261,2024-11-20
S22806,B10531,Spa,205,2025-02-14
S22807,B12020,Transport,420,2024-05-25
S22808,B11999,Room Service,163,2023-11-23
S22809,B13668,Laundry,367,2023-10-08
S22810,B12529,Room Service,366,2025-04-15
S22811,B13421,Laundry,66,2023-09-18
S22812,B12095,Transport,308,2023-07-07
S22813,B10273,Room Service,229,2024-06-09
S22814,B12538,Restaurant,473,2023-07-16
S22815,B13561,Transport,337,2024-03-31
S22816,B10913,Transport,270,2023-07-07
S22817,B11797,Restaurant,94,2024-05-31
S22818,B13777,Room Service,162,2025-01-03
S22819,B13137,Restaurant,472,2024-05-29
S22820,B13318,Room Service,79,2023-11-03
S22821,B10613,Spa,458,2024-08-05
S22822,B10877,Spa,209,2024-08-25
S22823,B11637,Spa,138,2023-12-28
S22824,B11323,Transport,443,2024-04-08
S22825,B10830,Spa,267,2024-03-14
S22826,B11726,Laundry,160,2024-08-11
S22827,B12713,Restaurant,428,2023-06-30
S22828,B13810,Restaurant,213,2024-09-14
S22829,B13813,Spa,186,2024-11-25
S22830,B11599,Spa,183,2025-04-05
S22831,B13549,Restaurant,216,2024-08-11
S22832,B12105,Room Service,297,2023-12-13
S22833,B11736,Transport,91,2024-03-27
S22834,B10844,Room Service,292,2023-06-20
S22835,B12324,Laundry,477,2023-12-17
S22836,B11633,Restaurant,39,2024-10-23
S22837,B11871,Restaurant,129,2023-07-13
S22838,B10472,Spa,117,2024-04-05
S22839,B11271,Spa,151,2024-10-25
S22840,B13297,Room Service,417,2023-11-27
S22841,B12777,Transport,494,2023-07-27
S22842,B11079,Laundry,69,2023-06-19
S22843,B11629,Transport,137,2025-01-04
S22844,B12952,Laundry,51,2024-05-12
S22845,B12958,Spa,226,2024-05-13
S22846,B11252,Transport,206,2024-07-13
S22847,B10837,Laundry,179,2024-10-31
S22848,B13730,Room Service,118,2024-03-01
S22849,B12057,Spa,136,2024-09-18
S22850,B10523,Spa,232,2024-03-09
S22851,B11535,Room Service,474,2024-11-10
S22852,B10978,Spa,245,2024-10-25
S22853,B13005,Transport,90,2024-09-09
S22854,B12116,Transport,405,2025-05-04
S22855,B11803,Room Service,429,2024-10-03
S22856,B13679,Room Service,458,2024-04-17
S22857,B13886,Room Service,331,2023-11-21
S22858,B12441,Transport,321,2024-07-18
S22859,B10255,Laundry,25,2024-07-14
S22860,B12143,Restaurant,415,2025-06-18
S22861,B12663,Restaurant,351,2025-02-14
S22862,B13129,Room Service,439,2023-08-17
S22863,B12946,Spa,427,2023-09-17
S22864,B10587,Room Service,372,2023-09-22
S22865,B13328,Room Service,334,2024-03-15
S22866,B13524,Spa,69,2024-03-24
S22867,B11553,Restaurant,398,2025-02-13
S22868,B11751,Transport,269,2024-03-17
S22869,B11252,Restaurant,277,2023-08-03
S22870,B13546,Room Service,201,2024-10-13
S22871,B11902,Laundry,191,2025-04-11
S22872,B12000,Spa,186,2023-11-20
S22873,B13713,Laundry,490,2024-08-18
S22874,B11914,Laundry,284,2024-08-31
S22875,B13725,Spa,33,2024-06-24
S22876,B13137,Restaurant,317,2023-09-08
S22877,B11407,Laundry,404,2025-06-17
S22878,B12409,Spa,478,2023-09-14
S22879,B12082,Spa,310,2025-03-02
S22880,B11067,Restaurant,11,2024-10-24
S22881,B12258,Room Service,494,2023-10-12
S22882,B11093,Restaurant,177,2025-01-05
S22883,B13488,Spa,405,2024-06-18
S22884,B10615,Room Service,277,2024-08-27
S22885,B12831,Room Service,471,2023-07-15
S22886,B12701,Spa,61,2024-03-30
S22887,B11623,Laundry,111,2023-11-19
S22888,B10064,Restaurant,285,2023-08-16
S22889,B10520,Transport,151,2023-09-20
S22890,B12706,Laundry,450,2023-08-02
S22891,B10635,Room Service,471,2023-10-03
S22892,B12696,Room Service,488,2024-03-28
S22893,B12444,Spa,481,2023-12-26
S22894,B10167,Transport,270,2023-08-16
S22895,B12650,Laundry,81,2025-01-08
S22896,B11855,Transport,323,2023-07-19
S22897,B13007,Spa,244,2023-12-27
S22898,B12883,Spa,11,2023-10-22
S22899,B11314,Laundry,40,2025-06-07
S22900,B12844,Room Service,489,2024-09-28
S22901,B10169,Spa,403,2023-07-17
S22902,B13530,Restaurant,285,2023-08-23
S22903,B11530,Restaurant,76,2023-10-22
S22904,B12744,Spa,494,2025-02-20
S22905,B10121,Spa,35,2024-09-19
S22906,B10103,Room Service,272,2023-07-03
S22907,B12861,Room Service,341,2024-05-29
S22908,B10266,Restaurant,27,2023-12-16
S22909,B11803,Transport,367,2024-08-10
S22910,B10848,Spa,151,2023-12-09
S22911,B11728,Transport,131,2024-10-08
S22912,B10201,Room Service,442,2025-02-11
S22913,B11439,Laundry,339,2024-11-24
S22914,B13678,Spa,203,2023-12-30
S22915,B13220,Laundry,178,2023-08-06
S22916,B12925,Restaurant,355,2024-02-23
S22917,B10547,Spa,271,2023-11-27
S22918,B12470,Transport,84,2025-06-07
S22919,B13496,Room Service,209,2024-10-02
S22920,B12918,Spa,10,2025-04-07
S22921,B10049,Spa,439,2024-08-18
S22922,B12848,Restaurant,470,2024-07-29
S22923,B11011,Spa,195,2024-05-02
S22924,B11629,Restaurant,497,2023-12-19
S22925,B10844,Restaurant,129,2024-06-14
S22926,B10297,Spa,173,2025-04-03
S22927,B11746,Spa,92,2024-09-23
S22928,B13298,Spa,415,2025-04-29
S22929,B12948,Spa,26,2025-02-11
S22930,B10872,Restaurant,52,2024-04-28
S22931,B10416,Spa,499,2024-10-11
S22932,B10082,Room Service,383,2024-01-20
S22933,B13160,Spa,491,2024-03-26
S22934,B12303,Transport,412,2024-04-19
S22935,B12166,Room Service,38,2025-04-18
S22936,B12488,Spa,166,2023-09-14
S22937,B12739,Room Service,195,2024-08-07
S22938,B13463,Transport,218,2024-10-31
S22939,B10719,Transport,270,2024-03-31
S22940,B10332,Room Service,163,2025-02-18
S22941,B12313,Laundry,239,2023-06-27
S22942,B12966,Room Service,140,2025-01-06
S22943,B12997,Spa,330,2024-09-17
S22944,B13247,Restaurant,115,2024-01-07
S22945,B12455,Transport,398,2024-05-29
S22946,B12104,Laundry,427,2025-02-13
S22947,B10756,Transport,205,2024-04-07
S22948,B13701,Restaurant,409,2024-08-29
S22949,B11120,Restaurant,220,2023-09-26
S22950,B10201,Restaurant,79,2024-06-18
S22951,B12809,Room Service,35,2025-04-25
S22952,B11364,Transport,80,2025-05-19
S22953,B10949,Spa,172,2023-07-31
S22954,B10938,Spa,164,2023-07-23
S22955,B11826,Room Service,189,2023-07-17
S22956,B13959,Laundry,379,2023-10-08
S22957,B10658,Room Service,21,2023-08-08
S22958,B13859,Transport,142,2023-10-04
S22959,B11577,Restaurant,349,2024-12-10
S22960,B13186,Spa,32,2024-09-03
S22961,B10283,Laundry,108,2025-03-31
S22962,B12359,Restaurant,449,2025-05-04
S22963,B13787,Restaurant,464,2024-08-07
S22964,B13136,Room Service,386,2023-11-07
S22965,B10780,Laundry,251,2024-11-24
S22966,B12209,Transport,113,2025-01-05
S22967,B13745,Room Service,37,2024-11-06
S22968,B13612,Spa,406,2023-09-29
S22969,B11874,Laundry,499,2025-04-06
S22970,B10146,Restaurant,126,2025-02-23
S22971,B13333,Transport,398,2024-11-30
S22972,B13118,Room Service,341,2024-09-25
S22973,B10067,Room Service,267,2024-06-05
S22974,B11419,Room Service,235,2024-04-03
S22975,B13797,Laundry,212,2023-08-01
S22976,B12403,Transport,299,2024-07-28
S22977,B13572,Transport,295,2024-03-03
S22978,B11476,Laundry,437,2025-06-02
S22979,B10226,Transport,404,2024-03-19
S22980,B10435,Restaurant,376,2023-08-18
S22981,B11452,Spa,321,2025-01-07
S22982,B12191,Transport,383,2024-09-17
S22983,B11568,Laundry,16,2023-10-29
S22984,B13698,Restaurant,430,2025-04-12
S22985,B11307,Transport,42,2023-07-04
S22986,B13829,Spa,422,2024-07-07
S22987,B11653,Restaurant,312,2025-06-18
S22988,B13953,Laundry,115,2024-02-19
S22989,B13851,Restaurant,213,2024-11-30
S22990,B10661,Transport,10,2024-01-22
S22991,B10400,Laundry,32,2023-12-28
S22992,B11009,Transport,189,2025-05-21
S22993,B10461,Room Service,454,2023-08-28
S22994,B13143,Transport,369,2023-09-22
S22995,B13287,Restaurant,311,2025-05-18
S22996,B11322,Laundry,439,2024-04-03
S22997,B11128,Transport,389,2023-12-03
S22998,B10858,Restaurant,310,2023-12-05
S22999,B12972,Laundry,66,2023-07-26
S23000,B13544,Restaurant,320,2024-02-24
