callID,customerID,planID,callDate,durationMin,callType
CA10530,C2218,PL0546,2024-09-10,60,Local
CA10531,C0795,PL0678,2023-08-09,50,ISD
CA10532,C3102,PL0598,2024-08-21,48,Local
CA10533,C2700,PL0479,2024-01-28,16,ISD
CA10534,C0648,PL0195,2025-03-14,25,ISD
CA10535,C3384,PL0611,2024-06-22,56,ISD
CA10536,C1449,PL0835,2023-12-12,37,ISD
CA10537,C3317,PL0453,2023-07-07,10,Local
CA10538,C0348,PL0391,2024-02-02,42,STD
CA10539,C3446,PL0415,2024-04-13,7,ISD
CA10540,C2643,PL0608,2023-07-29,35,ISD
CA10541,C0976,PL0665,2024-05-27,4,STD
CA10542,C1627,PL0066,2024-05-06,38,ISD
CA10543,C2638,PL0990,2023-11-26,40,Local
CA10544,C2751,PL0546,2024-05-13,31,ISD
CA10545,C0141,PL0557,2025-06-06,46,ISD
CA10546,C2013,PL0468,2025-06-09,6,STD
CA10547,C0682,PL0651,2023-10-05,11,STD
CA10548,C1563,PL0768,2024-07-12,44,ISD
CA10549,C0996,PL0681,2025-01-05,48,Local
CA10550,C1609,PL0500,2025-06-08,1,STD
CA10551,C3118,PL0242,2024-09-21,10,STD
CA10552,C2541,PL0062,2023-08-13,35,ISD
CA10553,C2979,PL0330,2024-02-10,33,ISD
CA10554,C1783,PL0601,2025-05-09,44,ISD
CA10555,C0704,PL0074,2023-09-06,18,ISD
CA10556,C0380,PL0974,2023-09-28,54,ISD
CA10557,C1838,PL0863,2025-03-26,53,STD
CA10558,C1447,PL0750,2023-08-06,44,STD
CA10559,C0765,PL0603,2023-08-31,42,STD
CA10560,C0494,PL0379,2025-03-23,14,ISD
CA10561,C0296,PL0156,2023-09-10,15,STD
CA10562,C0221,PL0414,2023-11-12,49,STD
CA10563,C0878,PL0341,2024-10-26,43,Local
CA10564,C1516,PL0873,2023-11-06,37,Local
CA10565,C1634,PL0136,2025-02-27,22,ISD
CA10566,C3171,PL0863,2024-10-19,37,STD
CA10567,C1810,PL0395,2025-04-15,28,STD
CA10568,C0209,PL0713,2023-12-12,52,Local
CA10569,C0145,PL0010,2024-09-03,13,Local
CA10570,C3460,PL0733,2023-10-13,46,Local
CA10571,C2431,PL0972,2024-12-28,29,ISD
CA10572,C1386,PL0814,2024-09-07,27,STD
CA10573,C0647,PL0998,2023-07-05,11,Local
CA10574,C2645,PL0054,2024-05-23,19,Local
CA10575,C2065,PL0573,2024-11-08,53,ISD
CA10576,C2980,PL0410,2024-03-04,33,STD
CA10577,C0992,PL0325,2023-09-12,59,Local
CA10578,C0153,PL0947,2024-01-21,11,Local
CA10579,C3261,PL0157,2024-06-10,14,Local
CA10580,C2452,PL0386,2024-06-10,18,ISD
CA10581,C2438,PL0051,2024-05-08,9,Local
CA10582,C2487,PL0935,2024-08-27,40,Local
CA10583,C1736,PL0948,2025-05-05,39,ISD
CA10584,C3169,PL0680,2024-08-29,40,Local
CA10585,C3296,PL0618,2024-12-13,30,STD
CA10586,C0964,PL0951,2023-07-02,42,Local
CA10587,C3161,PL0546,2024-05-30,49,Local
CA10588,C2564,PL0523,2023-07-14,3,ISD
CA10589,C1134,PL0569,2024-11-01,39,ISD
CA10590,C0663,PL0770,2023-12-03,5,Local
CA10591,C2214,PL0421,2024-08-28,43,ISD
CA10592,C1703,PL0306,2024-06-23,47,Local
CA10593,C1578,PL0302,2024-05-15,43,Local
CA10594,C2037,PL0571,2024-08-25,37,STD
CA10595,C1809,PL0508,2024-05-28,32,STD
CA10596,C1586,PL0431,2025-05-18,37,STD
CA10597,C1876,PL0580,2024-11-25,27,STD
CA10598,C0015,PL0856,2024-02-13,20,STD
CA10599,C0427,PL0235,2024-09-03,44,Local
CA10600,C2106,PL0280,2024-08-16,19,Local
CA10601,C0830,PL0721,2023-11-28,4,ISD
CA10602,C2284,PL0095,2024-08-10,53,Local
CA10603,C3195,PL0309,2023-08-24,17,STD
CA10604,C1591,PL0688,2024-09-24,44,STD
CA10605,C2359,PL0850,2024-03-19,32,ISD
CA10606,C0005,PL0095,2024-05-09,6,STD
CA10607,C3335,PL0478,2023-12-06,8,Local
CA10608,C0282,PL0814,2024-02-18,22,ISD
CA10609,C1867,PL0767,2025-01-11,52,ISD
CA10610,C3418,PL0845,2024-02-14,52,Local
CA10611,C2166,PL0478,2025-01-01,14,Local
CA10612,C3075,PL0310,2025-05-28,19,Local
CA10613,C2605,PL0979,2025-05-30,55,ISD
CA10614,C3350,PL0016,2025-05-23,37,STD
CA10615,C2514,PL0650,2023-10-29,49,STD
CA10616,C2077,PL0268,2023-07-16,3,ISD
CA10617,C1445,PL0923,2024-06-29,46,STD
CA10618,C0107,PL0532,2024-01-17,4,STD
CA10619,C0658,PL0198,2024-05-19,52,ISD
CA10620,C2415,PL0790,2025-06-15,17,Local
CA10621,C0627,PL0784,2024-06-29,30,Local
CA10622,C2542,PL0981,2024-04-24,28,STD
CA10623,C1949,PL0057,2025-05-28,52,Local
CA10624,C0293,PL0173,2025-05-07,40,STD
CA10625,C3143,PL0413,2025-05-14,2,STD
CA10626,C1480,PL0702,2024-07-06,59,ISD
CA10627,C0950,PL0923,2024-11-15,6,ISD
CA10628,C2827,PL0307,2024-10-08,6,ISD
CA10629,C3247,PL0266,2025-01-31,15,STD
CA10630,C0199,PL0079,2024-09-21,19,STD
CA10631,C2243,PL0919,2024-04-04,54,ISD
CA10632,C2539,PL0619,2023-08-04,31,Local
CA10633,C0257,PL0499,2023-08-06,11,ISD
CA10634,C0240,PL0410,2024-12-30,38,ISD
CA10635,C0695,PL0409,2023-09-04,39,Local
CA10636,C3155,PL0828,2024-06-09,12,STD
CA10637,C2142,PL0117,2023-11-06,36,Local
CA10638,C2730,PL0539,2024-04-03,32,STD
CA10639,C0793,PL0718,2025-02-18,53,STD
CA10640,C1594,PL0496,2024-06-06,58,Local
CA10641,C0269,PL0048,2023-08-21,57,Local
CA10642,C1275,PL0122,2024-04-18,16,STD
CA10643,C2362,PL0930,2023-10-02,50,Local
CA10644,C3030,PL0083,2024-08-07,19,ISD
CA10645,C2847,PL0853,2023-11-07,36,Local
CA10646,C0613,PL0378,2024-10-05,14,STD
CA10647,C2521,PL0437,2025-04-28,30,ISD
CA10648,C2169,PL0940,2024-12-24,5,ISD
CA10649,C1332,PL0600,2024-01-01,41,ISD
CA10650,C1086,PL0849,2025-02-28,51,ISD
CA10651,C3088,PL0401,2024-09-25,12,Local
CA10652,C2506,PL0772,2023-12-30,52,STD
CA10653,C1269,PL0492,2023-08-04,43,ISD
CA10654,C1945,PL0100,2025-04-25,4,STD
CA10655,C2724,PL0013,2025-01-18,25,STD
CA10656,C2089,PL0817,2024-05-25,23,Local
CA10657,C0960,PL0833,2024-05-25,4,STD
CA10658,C0719,PL0453,2024-07-19,21,Local
CA10659,C0498,PL0768,2024-03-29,13,STD
CA10660,C0940,PL0966,2023-11-20,36,STD
CA10661,C1575,PL0785,2024-12-04,24,Local
CA10662,C3430,PL0263,2023-10-23,32,Local
CA10663,C1845,PL0989,2024-02-02,44,ISD
CA10664,C0651,PL0326,2024-05-14,30,STD
CA10665,C0762,PL0703,2024-09-16,21,ISD
CA10666,C2557,PL0840,2025-01-05,60,STD
CA10667,C1688,PL0346,2024-09-07,25,ISD
CA10668,C2006,PL0997,2024-03-12,45,ISD
CA10669,C0283,PL0863,2024-03-23,43,ISD
CA10670,C0069,PL0587,2025-01-24,30,ISD
CA10671,C1798,PL0981,2024-05-04,40,ISD
CA10672,C1544,PL0442,2023-09-11,46,ISD
CA10673,C2179,PL0230,2024-01-14,41,Local
CA10674,C0236,PL0349,2024-07-16,54,ISD
CA10675,C2881,PL0142,2023-07-19,50,STD
CA10676,C0806,PL0503,2024-03-29,36,Local
CA10677,C0810,PL0512,2024-02-27,12,ISD
CA10678,C1263,PL0698,2023-10-30,23,STD
CA10679,C2209,PL0562,2024-07-11,38,ISD
CA10680,C2550,PL0056,2024-06-10,53,ISD
CA10681,C1168,PL0708,2024-09-18,9,ISD
CA10682,C2727,PL0473,2025-03-25,28,ISD
CA10683,C2955,PL0100,2025-02-18,12,ISD
CA10684,C0083,PL0270,2024-09-22,45,ISD
CA10685,C2516,PL0471,2024-07-04,21,Local
CA10686,C0505,PL0172,2023-12-14,44,STD
CA10687,C0430,PL0329,2025-02-15,32,Local
CA10688,C3426,PL0680,2025-02-25,57,ISD
CA10689,C1407,PL0135,2025-01-09,2,STD
CA10690,C2203,PL0324,2024-03-02,37,ISD
CA10691,C2841,PL0744,2024-01-24,57,Local
CA10692,C0787,PL0426,2023-10-09,3,Local
CA10693,C0775,PL0039,2023-08-02,22,STD
CA10694,C3256,PL0529,2024-12-24,56,Local
CA10695,C3060,PL0587,2024-01-05,19,STD
CA10696,C1753,PL0173,2024-09-09,38,ISD
CA10697,C0023,PL0836,2024-05-08,29,Local
CA10698,C0327,PL0655,2024-11-27,38,STD
CA10699,C3314,PL0268,2024-06-16,3,Local
CA10700,C3450,PL0083,2024-10-27,47,ISD
CA10701,C0387,PL0020,2025-02-20,6,Local
CA10702,C1843,PL0522,2025-02-10,9,STD
CA10703,C1256,PL0611,2024-08-28,41,ISD
CA10704,C0331,PL0513,2024-03-22,20,ISD
CA10705,C3052,PL0759,2024-10-16,50,ISD
CA10706,C0022,PL0202,2023-09-26,58,STD
CA10707,C2471,PL0728,2024-07-23,21,STD
CA10708,C0202,PL0229,2023-10-01,35,STD
CA10709,C0003,PL0807,2023-11-27,60,STD
CA10710,C0063,PL0786,2025-05-23,11,ISD
CA10711,C2426,PL0887,2023-10-12,22,Local
CA10712,C0332,PL0574,2024-08-21,59,ISD
CA10713,C3022,PL0024,2024-08-01,28,Local
CA10714,C0554,PL0600,2023-09-05,46,STD
CA10715,C0927,PL0081,2023-11-17,21,STD
CA10716,C2729,PL0471,2025-03-03,34,ISD
CA10717,C3183,PL0577,2025-06-07,4,STD
CA10718,C3077,PL0811,2024-06-17,6,STD
CA10719,C0562,PL0495,2024-11-28,21,STD
CA10720,C1233,PL0184,2024-03-20,21,Local
CA10721,C3410,PL0140,2023-08-06,60,ISD
CA10722,C0945,PL0185,2023-12-05,2,STD
CA10723,C2104,PL0548,2024-06-27,17,ISD
CA10724,C0329,PL0602,2023-08-05,33,ISD
CA10725,C0240,PL0957,2024-09-25,55,STD
CA10726,C1196,PL0781,2024-08-16,52,Local
CA10727,C2599,PL0449,2024-09-07,21,ISD
CA10728,C1139,PL0709,2023-08-15,20,ISD
CA10729,C2727,PL0595,2025-02-23,6,ISD
CA10730,C1582,PL0771,2024-06-28,54,ISD
CA10731,C2647,PL0902,2024-06-02,48,Local
CA10732,C1020,PL0606,2024-08-14,40,STD
CA10733,C2533,PL0282,2025-06-05,60,STD
CA10734,C1128,PL0242,2025-01-12,51,Local
CA10735,C1338,PL0280,2024-03-05,13,STD
CA10736,C1832,PL0730,2024-12-26,27,ISD
CA10737,C0208,PL0694,2024-10-22,29,ISD
CA10738,C1942,PL0988,2024-03-22,3,ISD
CA10739,C0868,PL0156,2024-03-13,15,ISD
CA10740,C3010,PL0738,2025-01-26,2,Local
CA10741,C3014,PL0594,2024-06-16,14,ISD
CA10742,C1790,PL0220,2023-11-18,24,ISD
CA10743,C2514,PL0178,2024-01-27,8,Local
CA10744,C2993,PL0835,2023-12-22,14,Local
CA10745,C1113,PL0508,2023-09-27,25,STD
CA10746,C0228,PL0247,2024-10-09,40,ISD
CA10747,C2841,PL0759,2024-09-25,47,Local
CA10748,C1495,PL0389,2023-10-14,49,STD
CA10749,C2879,PL0137,2024-07-18,4,STD
CA10750,C2177,PL0407,2024-06-02,52,ISD
CA10751,C1015,PL0819,2025-03-21,19,STD
CA10752,C3072,PL0881,2024-04-21,16,ISD
CA10753,C0921,PL0219,2024-02-29,4,STD
CA10754,C3131,PL0696,2025-03-01,32,Local
CA10755,C1021,PL0374,2025-05-25,6,ISD
CA10756,C1031,PL0521,2024-07-21,18,ISD
CA10757,C0577,PL0530,2023-11-07,28,STD
CA10758,C1019,PL0671,2023-08-18,38,ISD
CA10759,C2678,PL0533,2024-12-15,8,STD
CA10760,C0750,PL0922,2024-12-21,53,STD
CA10761,C0479,PL0071,2024-07-23,60,ISD
CA10762,C0033,PL0077,2024-05-27,7,Local
CA10763,C2363,PL0989,2024-02-02,12,Local
CA10764,C3153,PL0528,2024-07-18,40,Local
CA10765,C2663,PL0331,2025-05-16,39,Local
CA10766,C2280,PL0906,2024-06-06,31,STD
CA10767,C1843,PL0715,2023-10-11,49,ISD
CA10768,C2961,PL0006,2023-08-20,3,Local
CA10769,C1095,PL0994,2024-07-02,46,ISD
CA10770,C1565,PL0484,2024-05-09,36,STD
CA10771,C1789,PL0771,2023-07-16,40,Local
CA10772,C0500,PL0489,2023-08-07,43,Local
CA10773,C1921,PL0610,2023-08-22,30,Local
CA10774,C1021,PL0497,2025-05-09,30,ISD
CA10775,C2561,PL0754,2023-11-03,4,Local
CA10776,C1394,PL0446,2024-06-11,60,Local
CA10777,C1955,PL0974,2023-12-09,45,ISD
CA10778,C1834,PL0523,2024-02-10,41,Local
CA10779,C0466,PL0613,2024-03-25,5,Local
CA10780,C0178,PL0714,2023-11-23,22,ISD
CA10781,C1536,PL0033,2024-07-22,10,STD
CA10782,C3035,PL0170,2024-10-04,47,STD
CA10783,C1676,PL0420,2024-07-07,16,Local
CA10784,C2087,PL0601,2024-01-05,10,ISD
CA10785,C2680,PL0689,2024-06-10,23,STD
CA10786,C0712,PL0990,2023-08-17,4,STD
CA10787,C3014,PL0081,2024-05-24,19,STD
CA10788,C2421,PL0287,2025-01-25,29,ISD
CA10789,C1879,PL0627,2024-08-12,38,Local
CA10790,C0486,PL0213,2024-12-30,7,STD
CA10791,C2703,PL0082,2023-11-01,60,ISD
CA10792,C3475,PL0944,2024-02-21,29,STD
CA10793,C2871,PL0192,2025-05-26,34,STD
CA10794,C0984,PL0228,2024-07-14,25,ISD
CA10795,C3308,PL0070,2025-01-11,47,ISD
CA10796,C0697,PL0804,2024-07-05,22,ISD
CA10797,C0183,PL0114,2024-03-07,8,ISD
CA10798,C1558,PL0799,2024-01-09,43,ISD
CA10799,C0175,PL0672,2023-11-08,44,STD
CA10800,C0531,PL0774,2023-09-23,60,Local
CA10801,C3469,PL0051,2024-02-09,42,STD
CA10802,C2684,PL0777,2024-05-09,53,Local
CA10803,C2043,PL0696,2023-09-02,31,Local
CA10804,C1831,PL0317,2025-02-06,32,ISD
CA10805,C1096,PL0236,2023-08-05,13,ISD
CA10806,C1601,PL0547,2024-11-29,38,STD
CA10807,C3417,PL0477,2024-10-01,35,Local
CA10808,C3317,PL0850,2024-06-18,59,ISD
CA10809,C1645,PL0576,2023-07-01,31,STD
CA10810,C1976,PL0091,2023-12-06,55,Local
CA10811,C1792,PL0474,2023-11-18,22,STD
CA10812,C2970,PL0745,2025-03-16,7,STD
CA10813,C0682,PL0111,2024-05-28,29,STD
CA10814,C1944,PL0795,2023-08-14,31,Local
CA10815,C1008,PL0001,2024-11-22,54,ISD
CA10816,C1058,PL0134,2023-08-15,27,STD
CA10817,C1920,PL0648,2023-11-06,56,STD
CA10818,C2145,PL0790,2023-06-24,56,Local
CA10819,C2429,PL0051,2024-05-03,14,ISD
CA10820,C1298,PL0273,2024-10-26,18,STD
CA10821,C0909,PL0671,2023-08-07,58,ISD
CA10822,C0687,PL0273,2024-10-06,34,Local
CA10823,C1724,PL0338,2025-02-23,51,STD
CA10824,C1657,PL0057,2023-12-23,36,ISD
CA10825,C0057,PL0841,2024-03-13,28,Local
CA10826,C2595,PL0042,2024-12-19,35,ISD
CA10827,C3338,PL0755,2023-10-02,41,STD
CA10828,C1859,PL0948,2025-02-13,54,ISD
CA10829,C2415,PL0589,2024-08-22,19,ISD
CA10830,C0038,PL0868,2024-01-30,34,Local
CA10831,C1845,PL0691,2025-02-04,23,STD
CA10832,C0537,PL0697,2025-04-25,1,ISD
CA10833,C1649,PL0242,2024-01-17,48,Local
CA10834,C1984,PL0306,2024-08-13,58,ISD
CA10835,C1474,PL0101,2024-05-16,32,Local
CA10836,C3438,PL0509,2023-08-30,49,STD
CA10837,C0128,PL0633,2024-03-10,39,STD
CA10838,C1179,PL0426,2024-05-22,4,ISD
CA10839,C3468,PL0887,2023-09-09,34,Local
CA10840,C1192,PL0783,2024-11-17,54,STD
CA10841,C2402,PL0799,2025-04-20,29,Local
CA10842,C3464,PL0874,2024-10-30,36,STD
CA10843,C2062,PL0882,2025-02-03,52,STD
CA10844,C0653,PL0314,2024-05-28,16,Local
CA10845,C1475,PL0291,2024-12-10,38,ISD
CA10846,C0900,PL0310,2024-08-10,33,ISD
CA10847,C3187,PL0890,2025-01-05,8,STD
CA10848,C2465,PL0752,2023-11-16,41,ISD
CA10849,C3351,PL0001,2024-07-14,38,ISD
CA10850,C1365,PL0133,2024-01-14,27,STD
CA10851,C2241,PL0375,2024-07-05,19,Local
CA10852,C1117,PL0299,2023-07-19,35,ISD
CA10853,C2436,PL0044,2024-09-15,41,STD
CA10854,C2808,PL0261,2024-02-16,11,ISD
CA10855,C3020,PL0194,2023-12-19,9,Local
CA10856,C3025,PL0738,2023-12-19,23,STD
CA10857,C1927,PL0666,2023-08-24,40,Local
CA10858,C3191,PL0587,2024-08-13,35,STD
CA10859,C3292,PL0681,2023-10-28,27,ISD
CA10860,C2548,PL0772,2024-05-23,16,ISD
CA10861,C0502,PL0571,2024-01-29,55,Local
CA10862,C0346,PL0302,2024-07-11,5,ISD
CA10863,C3121,PL0964,2025-01-25,57,Local
CA10864,C0124,PL0228,2025-03-05,25,ISD
CA10865,C0673,PL0388,2024-05-12,19,Local
CA10866,C2246,PL0046,2024-12-31,16,ISD
CA10867,C0308,PL0476,2025-03-03,45,Local
CA10868,C0159,PL0897,2024-11-17,16,STD
CA10869,C1782,PL0834,2025-04-17,25,Local
CA10870,C2032,PL0841,2025-01-18,6,Local
CA10871,C2067,PL0003,2024-12-08,1,Local
CA10872,C0987,PL0365,2024-01-25,39,ISD
CA10873,C0155,PL0669,2024-12-19,56,STD
CA10874,C3241,PL0091,2024-02-18,49,ISD
CA10875,C2173,PL0333,2025-04-13,44,STD
CA10876,C2860,PL0759,2024-10-24,19,Local
CA10877,C2717,PL0307,2025-01-10,37,ISD
CA10878,C0359,PL0347,2024-01-02,18,ISD
CA10879,C2286,PL0291,2025-01-09,9,Local
CA10880,C1080,PL0610,2025-06-18,1,Local
CA10881,C0319,PL0505,2023-06-27,36,ISD
CA10882,C3198,PL0860,2024-09-11,46,ISD
CA10883,C0070,PL0488,2024-02-05,12,STD
CA10884,C3086,PL0827,2024-03-18,49,Local
CA10885,C1667,PL0989,2025-02-24,2,STD
CA10886,C2996,PL0449,2023-11-14,34,STD
CA10887,C0370,PL0881,2024-12-31,32,ISD
CA10888,C3207,PL0249,2023-10-11,5,Local
CA10889,C0578,PL0329,2024-08-03,56,Local
CA10890,C3186,PL0278,2024-01-24,59,STD
CA10891,C2187,PL0805,2024-02-06,23,ISD
CA10892,C0856,PL0759,2025-05-22,40,Local
CA10893,C2759,PL0610,2025-01-04,36,STD
CA10894,C1293,PL0137,2024-11-29,15,STD
CA10895,C2843,PL0024,2023-09-04,22,ISD
CA10896,C1435,PL0852,2024-09-28,44,ISD
CA10897,C2509,PL0347,2023-09-18,2,STD
CA10898,C1984,PL0765,2023-09-28,6,ISD
CA10899,C3385,PL0956,2023-11-23,56,ISD
CA10900,C2789,PL0352,2024-11-03,43,Local
CA10901,C1806,PL0044,2024-07-26,27,Local
CA10902,C0790,PL0629,2023-12-04,58,ISD
CA10903,C1789,PL0836,2025-01-06,57,ISD
CA10904,C2761,PL0461,2024-08-26,21,Local
CA10905,C2852,PL0413,2025-03-08,3,STD
CA10906,C2921,PL0497,2024-03-14,52,STD
CA10907,C0407,PL0340,2023-09-27,57,Local
CA10908,C0793,PL0131,2023-09-20,43,Local
CA10909,C3282,PL0854,2025-03-04,37,STD
CA10910,C3358,PL0723,2023-08-05,13,ISD
CA10911,C1973,PL0067,2023-09-14,32,Local
CA10912,C1722,PL0955,2024-01-22,1,Local
CA10913,C0778,PL0154,2023-09-11,34,Local
CA10914,C3383,PL0963,2025-03-27,4,Local
CA10915,C1678,PL0915,2025-05-07,32,ISD
CA10916,C1238,PL0635,2024-12-04,42,STD
CA10917,C3482,PL0464,2024-12-10,14,Local
CA10918,C3231,PL0866,2025-01-06,42,STD
CA10919,C0223,PL0733,2023-10-19,5,ISD
CA10920,C1923,PL0389,2024-11-09,39,ISD
CA10921,C2019,PL0836,2023-10-20,33,Local
CA10922,C2243,PL0916,2024-01-09,18,Local
CA10923,C3262,PL0941,2024-05-21,9,STD
CA10924,C1953,PL0799,2024-03-05,47,Local
CA10925,C1237,PL0772,2024-12-07,56,Local
CA10926,C2942,PL0263,2024-11-24,18,ISD
CA10927,C1556,PL0557,2025-03-05,3,ISD
CA10928,C1773,PL0148,2023-12-28,59,Local
CA10929,C3177,PL0981,2023-08-07,40,Local
CA10930,C2629,PL0429,2024-01-14,32,Local
CA10931,C3422,PL0037,2024-05-07,21,ISD
CA10932,C1271,PL0012,2024-06-06,34,Local
CA10933,C1849,PL0806,2024-07-27,26,Local
CA10934,C0302,PL0262,2024-04-16,8,STD
CA10935,C1923,PL0226,2024-06-18,60,Local
CA10936,C0200,PL0702,2023-12-05,49,Local
CA10937,C1275,PL0279,2025-04-01,33,ISD
CA10938,C2562,PL0715,2024-02-21,4,Local
CA10939,C3260,PL0239,2025-02-13,59,Local
CA10940,C3015,PL0918,2023-07-31,2,ISD
CA10941,C1876,PL0211,2025-04-13,28,STD
CA10942,C3190,PL0293,2023-10-17,17,STD
CA10943,C0666,PL0261,2024-07-16,26,ISD
CA10944,C1827,PL0556,2023-12-14,28,STD
CA10945,C2063,PL0044,2023-06-19,12,Local
CA10946,C0303,PL0084,2023-12-22,12,STD
CA10947,C2187,PL0365,2025-01-20,19,ISD
CA10948,C2150,PL0877,2023-08-23,2,STD
CA10949,C0020,PL0409,2023-07-01,39,STD
CA10950,C2114,PL0736,2024-12-22,12,ISD
CA10951,C1448,PL0517,2023-09-09,43,Local
CA10952,C0631,PL0963,2025-04-19,48,STD
CA10953,C1575,PL0710,2024-06-06,7,Local
CA10954,C1987,PL0306,2024-10-19,33,Local
CA10955,C1837,PL0031,2024-11-10,30,STD
CA10956,C2019,PL0743,2025-06-15,2,Local
CA10957,C1986,PL0234,2024-12-26,10,ISD
CA10958,C1093,PL0545,2025-02-17,10,STD
CA10959,C1213,PL0212,2024-05-01,43,Local
CA10960,C0619,PL0949,2023-12-03,2,ISD
CA10961,C2247,PL0038,2024-02-22,28,STD
CA10962,C2019,PL0675,2023-11-06,23,ISD
CA10963,C0408,PL0969,2023-09-22,35,STD
CA10964,C2139,PL0129,2024-01-03,28,Local
CA10965,C1734,PL0155,2023-11-18,15,ISD
CA10966,C2291,PL0111,2024-10-29,13,ISD
CA10967,C0902,PL0953,2024-07-02,28,Local
CA10968,C0836,PL0477,2025-01-31,11,STD
CA10969,C2630,PL0195,2023-08-05,47,ISD
CA10970,C1645,PL0630,2023-07-20,38,STD
CA10971,C0027,PL0283,2023-10-19,44,ISD
CA10972,C1856,PL0456,2023-11-03,51,ISD
CA10973,C1153,PL0936,2023-11-20,7,STD
CA10974,C0623,PL0791,2024-11-05,59,STD
CA10975,C1975,PL0185,2024-03-01,14,ISD
CA10976,C2098,PL0881,2023-12-06,21,STD
CA10977,C2436,PL0280,2025-01-21,50,ISD
CA10978,C1695,PL0944,2024-11-27,39,STD
CA10979,C2563,PL0764,2023-08-19,28,Local
CA10980,C0617,PL0999,2025-01-29,28,Local
CA10981,C1222,PL0812,2023-12-25,6,Local
CA10982,C2528,PL0825,2024-05-04,49,ISD
CA10983,C2138,PL0326,2023-09-21,58,ISD
CA10984,C2364,PL0408,2024-11-29,36,STD
CA10985,C0750,PL0031,2024-01-14,52,Local
CA10986,C3365,PL0644,2024-04-27,54,Local
CA10987,C2224,PL0374,2024-05-30,25,STD
CA10988,C2030,PL0238,2025-03-15,27,Local
CA10989,C1889,PL0523,2024-03-07,55,STD
CA10990,C2233,PL0162,2025-05-27,54,ISD
CA10991,C0822,PL0345,2025-03-09,2,STD
CA10992,C0950,PL0991,2023-10-26,9,Local
CA10993,C0125,PL0136,2023-07-22,57,Local
CA10994,C2698,PL0664,2023-07-28,3,ISD
CA10995,C2225,PL0117,2024-01-25,55,ISD
CA10996,C1969,PL0967,2023-12-31,28,Local
CA10997,C2170,PL0591,2023-11-12,43,STD
CA10998,C2695,PL0468,2023-11-21,26,ISD
CA10999,C0519,PL0603,2025-06-11,46,Local
CA11000,C0267,PL0140,2024-07-13,50,ISD
CA11001,C0643,PL0917,2025-06-16,44,ISD
CA11002,C0674,PL0381,2023-10-25,44,ISD
CA11003,C1588,PL0412,2025-03-30,9,STD
CA11004,C2426,PL0333,2023-07-05,7,STD
CA11005,C2185,PL0830,2024-12-24,31,Local
CA11006,C0122,PL0400,2024-09-24,37,ISD
CA11007,C0298,PL0452,2024-07-29,25,ISD
CA11008,C0930,PL0846,2024-05-06,55,STD
CA11009,C2847,PL0929,2024-09-21,32,Local
CA11010,C1204,PL0508,2024-04-10,29,STD
CA11011,C0392,PL0245,2024-10-17,5,Local
CA11012,C3021,PL0285,2025-05-22,3,STD
CA11013,C2235,PL0869,2024-11-14,47,STD
CA11014,C1096,PL0892,2024-06-21,16,ISD
CA11015,C1530,PL0920,2023-12-26,32,STD
CA11016,C3284,PL0491,2024-02-28,23,ISD
CA11017,C3269,PL0607,2023-07-12,3,ISD
CA11018,C1045,PL0184,2025-05-12,30,Local
CA11019,C1406,PL0751,2023-11-20,2,STD
CA11020,C0840,PL0877,2023-07-21,30,Local
CA11021,C2738,PL0881,2024-11-06,58,ISD
CA11022,C2005,PL0801,2024-04-26,42,Local
CA11023,C2882,PL0528,2023-07-08,31,ISD
CA11024,C0792,PL0888,2024-07-09,4,ISD
CA11025,C0253,PL0890,2024-09-02,37,Local
CA11026,C2858,PL0708,2024-12-07,60,ISD
CA11027,C2355,PL0927,2025-03-27,59,ISD
CA11028,C1456,PL0202,2024-09-23,25,ISD
CA11029,C0687,PL0906,2024-02-14,11,STD
CA11030,C1750,PL0838,2025-06-06,57,ISD
CA11031,C0297,PL0878,2023-08-30,35,ISD
CA11032,C2398,PL0881,2024-09-13,10,ISD
CA11033,C3050,PL0226,2024-02-13,55,Local
CA11034,C0203,PL0114,2023-10-30,3,ISD
CA11035,C1368,PL0235,2025-02-26,56,ISD
CA11036,C1355,PL0805,2023-12-14,7,ISD
CA11037,C3122,PL0065,2024-08-03,25,STD
CA11038,C1586,PL0478,2024-12-15,48,ISD
CA11039,C3377,PL0385,2024-03-09,15,STD
CA11040,C3089,PL0535,2025-03-11,9,Local
CA11041,C0653,PL0635,2025-04-15,59,STD
CA11042,C1880,PL0775,2023-10-10,15,STD
CA11043,C0906,PL0478,2023-08-07,18,Local
CA11044,C1590,PL0070,2025-01-21,48,Local
CA11045,C2313,PL0380,2025-06-11,3,ISD
CA11046,C1472,PL0538,2025-04-23,53,Local
CA11047,C2986,PL0059,2025-02-23,37,STD
CA11048,C3156,PL0597,2025-05-10,16,ISD
CA11049,C0720,PL0235,2024-11-10,30,STD
CA11050,C1257,PL0643,2024-10-23,47,STD
CA11051,C2134,PL0842,2024-02-25,20,STD
CA11052,C2780,PL0458,2024-09-12,45,Local
CA11053,C0997,PL0045,2023-12-15,6,Local
CA11054,C2504,PL0648,2023-09-29,19,ISD
CA11055,C2108,PL0352,2023-07-04,23,ISD
CA11056,C2197,PL0130,2024-12-02,34,ISD
CA11057,C1939,PL0863,2024-10-04,33,ISD
CA11058,C1891,PL0901,2024-11-05,38,ISD
CA11059,C2663,PL0551,2024-08-21,13,Local
